,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2011-03-31,0.0,-0.1938,-0.1115,0.25,0.25,0.3859,-0.2363,-0.3932,-0.392,-1.0,0.0,0.0,0.0,-0.2177,0.2196,0.108,-0.169,0.3859,0.0,0.0,0.0,0.0,2949000.0,1098000.0,4047000.0,-4047000.0,120000.0,-3877000.0,0.0,0.0,0.0,-3877000.0,0.0,-3877000.0,-0.06,-0.06,61920846.0,61920846.0,0.0,0.0,0.0,0.0,-3678000.0,-3757000.0,-3877000.0,0.0,0.0,0.0,0.0,13977000.0,4390000.0,18367000.0,-18367000.0,840000.0,-20476000.0,0.0,0.0,0.0,-20476000.0,0.0,-20476000.0,-0.41,-0.41,61920846.0,61920846.0,0.0,0.0,0.0,0.0,-19341000.0,-19636000.0,-20476000.0,0.881,0.902,-0.073,0.0,0.2049,0.0,0.0,-31.3083,11.735,1.1524,0.0,0.0,0.0,0.0,13955000.0,55878000.0,13955000.0,41892000.0,0.0,47000.0,0.0,0.0177,0.0,3.8997,0.0,-1.0,-0.335,-0.259,-0.2853,3.0,0.0,0.8647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,57139500.0,61082500.0,79188000.0,-0.331,0.0,-23.3762,-0.4115,0.1584,0.0,0.0,-9.5051,VGZ,4.0,3.390833333333333,247683384.0
2010-12-31,0.0,0.3052,0.1712,0.4118,0.4118,0.1554,0.3637,-0.1037,-0.2401,-0.0777,0.0,0.0,0.0,-0.2759,-0.3888,0.069,0.2748,0.1554,0.0,0.0,0.0,0.0,3587000.0,1379000.0,4966000.0,-4966000.0,172000.0,-5176000.0,0.0,0.0,0.0,-5176000.0,0.0,-5176000.0,-0.1,-0.1,51650363.0,51650363.0,0.0,0.0,0.0,0.0,-4918000.0,-5004000.0,-5176000.0,0.0,0.0,0.0,0.0,13447000.0,4283000.0,17730000.0,-17730000.0,1061000.0,-20020000.0,0.0,0.0,0.0,-20020000.0,0.0,-20020000.0,-0.42,-0.42,47335571.0,47335571.0,0.0,0.0,0.0,0.0,-18671000.0,-18959000.0,-20020000.0,1.13,1.606,-0.116,0.4453,0.7713,0.3942,0.2772,-29.093,1.731,0.7019,0.0,0.0,0.0,0.0,17995000.0,82972000.0,17995000.0,41504000.0,0.0,105000.0,0.0,0.6496,0.0,3.77,0.0,-27.4419,-0.315,-0.227,-0.2784,1.0,0.0,0.8538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,63033750.0,63622000.0,88240250.0,-0.416,0.0,-17.869,-0.3747,0.1518,0.0,0.0,-9.0104,VGZ,2.39,2.7662857142857136,123444367.57000001
2010-09-30,0.0,-2.3624,-1.4141,-0.8,-0.8,0.3157,-2.6608,-0.054,-0.2744,-0.0991,-1.0,0.0,0.0,-0.5572,7.068,-0.3659,-1.3142,0.3157,0.0,0.0,0.0,0.0,3324000.0,837000.0,4161000.0,-4161000.0,174000.0,-4145000.0,0.0,0.0,0.0,-4145000.0,0.0,-4145000.0,-0.09,-0.09,46586708.0,46586708.0,0.0,0.0,0.0,0.0,-3901000.0,-3971000.0,-4145000.0,0.0,0.0,0.0,0.0,15728000.0,4194000.0,19664000.0,-19664000.0,689000.0,-21913000.0,-757000.0,0.0,0.0,-21156000.0,0.0,-21156000.0,-0.5,-0.5,46586708.0,46586708.0,0.0,0.0,0.0,0.0,-20940000.0,-21224000.0,-21156000.0,1.399,1.914,-0.081,0.4687,0.2788,0.3351,0.2448,-22.8218,0.637,0.8514,0.0,0.0,0.0,0.0,-8632000.0,89177000.0,-8860000.0,74233000.0,27500.0,183500.0,0.0,0.0723,0.0,-1.9695,0.0,-3.6429,-0.322,-0.233,-0.1682,2.0,0.0,0.8947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,74702250.0,65656500.0,90640500.0,-0.395,0.0,-30.8041,-0.3493,-0.0279,0.0,0.0,1.8592,VGZ,2.57,2.1408333333333323,119727839.55999999
2010-06-30,0.0,-2.2638,-2.871,-2.4545,-2.4545,0.346,-0.9964,0.1895,0.0021,-0.1433,-1.0,0.0,0.0,-0.6725,14.3619,0.1047,-2.6188,0.346,0.0,0.0,0.0,0.0,4117000.0,1076000.0,5193000.0,-5193000.0,374000.0,-7278000.0,0.0,0.0,0.0,-7278000.0,0.0,-7278000.0,-0.16,-0.16,46405227.0,46405227.0,0.0,0.0,0.0,0.0,-6844000.0,-6904000.0,-7278000.0,0.0,0.0,0.0,0.0,12816000.0,4677000.0,17301000.0,-17301000.0,1075000.0,-19509000.0,-781000.0,0.0,0.0,-18728000.0,0.0,-18728000.0,-0.46,-0.46,46405227.0,46405227.0,0.0,0.0,0.0,0.0,-18154000.0,-18434000.0,-18728000.0,1.428,1.912,-0.133,0.4563,0.3604,0.3196,0.2387,-18.4599,0.836,0.8347,0.0,0.0,0.0,0.0,-3652000.0,88725000.0,-3880000.0,70929000.0,23500.0,203000.0,0.0,0.0181,0.0,-0.515,0.0,-1.8333,-0.282,-0.204,-0.1545,2.0,0.0,0.8737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,76959500.0,66437500.0,91912750.0,-0.367,0.0,-17.1479,-0.3037,0.0417,0.0,0.0,-2.4393,VGZ,1.71,1.8836111111111111,79352938.17
2010-03-31,0.0,-1.0855,-0.8553,-0.6,-0.6,0.296,-2.0575,0.2021,-0.015,0.0647,-1.0,0.0,0.0,-0.6221,6.2613,-0.0208,-1.4782,0.296,0.0,0.0,0.0,0.0,2418000.0,991000.0,3462000.0,-3462000.0,341000.0,-3488000.0,0.0,0.0,0.0,-3488000.0,0.0,-3488000.0,-0.08,-0.08,44679024.0,44679024.0,0.0,0.0,0.0,0.0,-3075000.0,-3147000.0,-3488000.0,0.0,0.0,0.0,0.0,8967000.0,4575000.0,13543000.0,-13543000.0,1285000.0,-7352000.0,208000.0,0.0,0.0,-7560000.0,0.0,-7560000.0,-0.19,-0.19,44679024.0,44679024.0,0.0,0.0,0.0,0.0,-5785000.0,-6067000.0,-7560000.0,1.449,2.061,-0.084,0.5743,0.5629,0.3963,0.2786,-9.2287,0.991,1.0361,0.0,0.0,0.0,0.0,-233000.0,92087000.0,-461000.0,65469000.0,60000.0,107000.0,0.0,0.0332,0.0,0.1525,0.0,-1.6667,-0.122,-0.086,-0.1312,2.0,0.0,1.7634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,0.0,0.0,79850500.0,62157000.0,88378750.0,-0.326,0.0,-4.7214,-0.1257,0.0921,0.0,0.0,-4.3546,VGZ,2.01,2.088888888888889,89804838.24
2009-12-31,0.0,-2.2037,-1.0963,-0.8889,-0.8889,0.2875,-1.1523,0.2218,0.0075,0.0614,0.0,0.0,0.0,0.0542,18.4983,0.0777,-3.3535,0.2875,0.0,0.0,0.0,0.0,5869000.0,1290000.0,6848000.0,-6848000.0,-200000.0,-7002000.0,-757000.0,0.0,0.0,-6245000.0,0.0,-6245000.0,-0.17,-0.17,44703255.0,44703255.0,0.0,0.0,0.0,0.0,-7120000.0,-7202000.0,-6245000.0,0.0,0.0,0.0,0.0,6883000.0,4595000.0,11478000.0,-11478000.0,1523000.0,-5952000.0,0.0,0.0,0.0,-5952000.0,0.0,-5952000.0,-0.16,-0.16,37268400.0,37268400.0,0.0,0.0,0.0,0.0,-4167000.0,-4429000.0,-5952000.0,1.487,2.071,-0.105,0.5579,0.6355,0.3751,0.2694,36.01,32.74,0.9143,0.0,0.0,0.0,0.0,29391000.0,92573000.0,4224000.0,88178000.0,0.0,31500.0,0.0,-0.1774,0.0,0.6838,0.0,12.3537,-0.101,-0.07,-0.116,3.0,0.0,1.8311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,0.0,0.0,85518250.0,58647500.0,84508000.0,-0.352,0.0,-2.9081,-0.0685,0.2044,0.0,0.0,-8.5038,VGZ,2.45,2.7359999999999998,109522974.75000001
2009-09-30,0.0,0.4355,0.3918,0.375,0.375,0.0278,0.4349,0.1929,0.2141,0.0551,-0.6181,0.0,0.0,0.5457,0.6816,-0.2409,0.1121,0.0278,0.0,0.0,0.0,0.0,412000.0,1320000.0,1798000.0,-1798000.0,560000.0,-1741000.0,-24000.0,0.0,0.0,-1717000.0,0.0,-1717000.0,-0.05,-0.05,35408438.0,35408438.0,0.0,0.0,0.0,0.0,-1115000.0,-1181000.0,-1717000.0,0.0,0.0,0.0,0.0,1314000.0,4503000.0,6203000.0,-6203000.0,2341000.0,-1816000.0,870000.0,0.0,0.0,-2686000.0,0.0,-2686000.0,-0.08,-0.08,35408438.0,35408438.0,0.0,0.0,0.0,0.0,752000.0,525000.0,-2686000.0,1.928,2.662,-0.069,0.6845,0.9524,0.3549,0.2571,-2.1089,23.132,0.5614,0.0,0.0,0.0,0.0,33596000.0,94266000.0,9131000.0,83262000.0,99500.0,132500.0,0.0,1.5207,0.0,9.217,0.0,-22.2121,-0.049,-0.033,-0.0666,3.0,0.0,2.9196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,84771750.0,54837000.0,80306000.0,-0.378,0.0,0.2243,-0.0305,0.7082,0.0,0.0,-24.467,VGZ,2.38,2.088888888888888,84272082.44
2009-06-30,0.0,4.327,2.8994,2.8333,2.8333,0.0016,-0.4686,-0.078,-0.1447,0.1027,-0.7283,0.0,0.0,0.2448,0.0635,-0.2227,0.0645,0.0016,0.0,0.0,0.0,0.0,268000.0,974000.0,1435000.0,-1435000.0,584000.0,4879000.0,989000.0,0.0,0.0,3890000.0,0.0,3890000.0,0.11,0.11,34475829.0,34475829.0,0.0,0.0,0.0,0.0,5525000.0,5463000.0,3890000.0,0.0,0.0,0.0,0.0,1147000.0,4922000.0,6430000.0,-6430000.0,2398000.0,-2784000.0,1008000.0,0.0,0.0,-3792000.0,0.0,-3792000.0,-0.11,-0.11,34475829.0,34475829.0,0.0,0.0,0.0,0.0,-181000.0,-386000.0,-3792000.0,1.425,2.164,-0.107,0.717,0.4728,0.5031,0.3314,9.3545,34.34,-0.7823,0.0,0.0,0.0,0.0,17137000.0,74589000.0,-7809000.0,82493000.0,110000.0,42000.0,0.0,0.2152,0.0,1.41,0.0,-10.5645,-0.074,-0.05,-0.0703,2.0,0.0,2.2637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-188.0,0.0,0.0,84566000.0,51446750.0,76494500.0,-0.473,0.0,-0.161,-0.0547,0.9006,0.0,0.0,-37.7122,VGZ,1.72,2.158333333333333,59298425.88
2009-03-31,0.0,0.0948,0.1145,0.1667,0.1667,0.0139,0.0207,-0.0535,-0.1984,0.3779,-0.2593,0.0,0.0,0.881,0.3537,-0.2137,0.1113,0.0139,0.0,0.0,0.0,0.0,333000.0,1012000.0,1397000.0,-1397000.0,579000.0,-2088000.0,-208000.0,0.0,0.0,-1880000.0,0.0,-1880000.0,-0.05,-0.05,34475829.0,34475829.0,0.0,0.0,0.0,0.0,-1457000.0,-1509000.0,-1880000.0,0.0,0.0,0.0,0.0,1131000.0,5201000.0,6529000.0,-6529000.0,2399000.0,-9890000.0,-160000.0,0.0,72000.0,-9730000.0,0.0,-9730000.0,-0.28,-0.28,34475829.0,34475829.0,0.0,0.0,0.0,0.0,-7308000.0,-7491000.0,-9730000.0,1.471,2.222,-0.067,0.699,0.3185,0.4753,0.3146,-2.6062,13.253,0.6287,0.0,0.0,0.0,0.0,19359000.0,76604000.0,-4967000.0,88140000.0,141000.0,218500.0,0.0,0.9475,0.0,-2.5463,0.0,-21.5385,-0.182,-0.125,-0.0747,2.0,0.0,0.7824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,83684250.0,53499750.0,78071250.0,-0.508,0.0,-3.1226,-0.1386,1.3005,0.0,0.0,-54.1038,VGZ,2.04,2.0861111111111112,70330691.16
2008-12-31,0.0,0.7189,0.6148,0.625,0.625,0.0484,-3.2584,0.4756,-0.0353,0.0,-1.0,0.0,0.0,-1.0813,4.7885,-0.3491,0.307,0.0484,0.0,0.0,0.0,0.0,301000.0,1197000.0,1573000.0,-1573000.0,618000.0,-2866000.0,113000.0,0.0,0.0,-2979000.0,0.0,-2979000.0,-0.09,-0.09,34719745.0,34719745.0,0.0,0.0,0.0,0.0,-2201000.0,-2248000.0,-2979000.0,0.0,0.0,0.0,0.0,1043000.0,5476000.0,6832000.0,-6832000.0,2004000.0,-9653000.0,320000.0,0.0,294000.0,-9973000.0,0.0,-9973000.0,-0.29,-0.29,34338352.0,34338352.0,0.0,0.0,0.0,0.0,-7479000.0,-7649000.0,-9973000.0,1.476,2.182,-0.143,0.6767,0.3821,0.4586,0.3101,-3.6375,27.412,0.8906,0.0,0.0,0.0,0.0,21209000.0,75765000.0,-2515000.0,85192000.0,78500.0,51000.0,0.0,0.8718,0.0,-0.9437,0.0,-49.2128,-0.177,-0.126,-0.0797,2.0,0.0,0.7659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,78831000.0,56427250.0,79154250.0,-1.007,0.0,-3.8169,-0.1422,3.5253,0.0,0.0,-158.3882,VGZ,1.12,1.1037142857142854,38886114.400000006
2008-09-30,0.0,0.0491,-0.3872,-0.3333,-0.3333,0.0636,-0.7845,0.4175,-0.0675,0.0,-0.7278,-1.0,0.0,-1.6093,0.201,0.0302,0.1725,0.0636,0.0,0.0,0.0,0.0,245000.0,1739000.0,2025000.0,-2025000.0,617000.0,-2709000.0,114000.0,0.0,0.0,-2823000.0,0.0,-2823000.0,-0.08,-0.08,34452375.0,34452375.0,0.0,0.0,0.0,0.0,-2048000.0,-2092000.0,-2823000.0,0.0,0.0,0.0,0.0,795000.0,6118000.0,7401000.0,-7401000.0,1386000.0,-14784000.0,-57000.0,0.0,6187000.0,-14727000.0,0.0,-14727000.0,-0.44,-0.44,34452375.0,34452375.0,0.0,0.0,0.0,0.0,-13247000.0,-13398000.0,-14727000.0,1.588,2.294,-0.155,0.6668,0.529,0.4198,0.2907,-3.3906,21.494,0.6043,0.0,0.0,0.0,0.0,27175000.0,79020000.0,4203000.0,82439000.0,336500.0,33500.0,226000.0,2.1354,0.0,2.3311,0.0,-82.7955,-0.262,-0.202,-0.0926,1.0,0.0,0.3808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,66024500.0,56280750.0,73049500.0,-0.928,0.0,-9.6667,-0.2021,4.7033,0.0,0.0,-174.6755,VGZ,2.27,2.8474999999999993,78206891.25
