,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2011-02-28,0.1587,0.1675,0.158,0.1406,0.1746,-0.0313,0.4832,0.1074,1.25,0.5499,0.4842,0.0,-0.2695,0.0,0.161,0.1637,0.0145,100686247.0,0.1865,73304384.0,27381863.0,0.0,11222128.0,10623401.0,16758462.0,2484151.0,14298752.0,5073897.0,0.0,0.0,9224855.0,0.0,9224855.0,0.365,0.37,24922700.0,0.125,0.272,0.226,0.1667,0.092,0.111,22785205.0,16782903.0,9224855.0,380649407.0,0.0662,273006712.0,107642695.0,0.0,46645119.0,45029177.0,62613518.0,7730556.0,54958016.0,19995375.0,0.0,0.0,34962641.0,0.0,34962641.0,1.4,1.39,24922700.0,,0.5,0.2828,0.223,0.1647,0.092,0.0681,84854654.0,62688572.0,34962641.0,10.272,16.426,0.448,9.0279,5.5528,0.8788,0.3972,6.756,4.881,1.7948,0.342,0.2774,0.1115,0.0,225832905.0,409380770.0,-26487833.0,437804703.0,64019905.5,16915339.5,49838486.5,-0.3252,0.143,0.077,0.1058,0.165,4.0,0.836,1.2037,20.8212,74.6259,57.1041,5.9458,22.5032,7.6377,0.357,10.0,0.1225,0.0,332770665.0,244930881.0,455146341.0,1.04,15.273,8.1092,0.0996,-0.3844,AZZ,21.33,20.02838241176471,531601190.99999994
2010-11-30,0.0751,0.0879,0.1115,0.0986,0.1,-0.3875,0.1291,0.1059,0.0,0.3055,0.2437,0.0,-0.5387,0.0,0.0664,0.0917,0.0143,102897545.0,0.2623,75252872.0,27644673.0,0.0,10918206.0,10661403.0,16983270.0,1787161.0,15189604.0,5472062.0,0.0,0.0,9717542.0,0.0,9717542.0,0.39,0.385,24955744.0,0.125,0.2687,0.222,0.165,0.094,0.117,22869900.0,16976765.0,9717542.0,364825844.0,-0.0205,260934438.0,103891406.0,0.0,45088587.0,43635909.0,60255497.0,6938249.0,53342989.0,19639070.0,0.0,0.0,33703919.0,0.0,33703919.0,1.35,1.34,24955744.0,,0.5,0.2848,0.222,0.1652,0.092,0.0823,80885946.0,60281238.0,33703919.0,10.013,11.142,0.482,4.0071,0.2666,0.4002,0.2304,9.4993,2.81,1.8024,0.321,0.3594,0.1061,0.0,98631392.0,278058994.0,-31023381.0,316919343.0,64974331.5,18454570.0,50451524.5,-0.3128,0.142,0.082,0.101,0.165,4.0,0.892,1.2646,21.7702,73.6182,55.9582,5.6149,19.7689,7.2312,0.37,9.0,0.1236,0.0,283465044.0,237892922.0,409005420.0,1.203,14.619,8.6882,0.1508,-0.2954,AZZ,18.635,19.05125005555555,465050289.44000006
2010-08-31,-0.051,-0.1186,-0.1324,-0.1538,-0.1348,-0.834,0.1489,0.1092,0.12,-0.0049,0.1365,0.0,-0.9663,0.0,0.0738,-0.1181,0.0205,99591069.0,0.0466,70538383.0,29052686.0,0.0,12230450.0,11833988.0,17218698.0,1768129.0,15498257.0,5851502.0,0.0,0.0,9646755.0,0.0,9646755.0,0.385,0.385,24849402.0,0.125,0.2917,0.232,0.1734,0.097,0.0066,23062295.0,17266386.0,9646755.0,343446497.0,-0.1409,241486315.0,101960182.0,0.0,44408832.0,43130849.0,58829333.0,6879709.0,52029558.0,19300450.0,0.0,0.0,32729108.0,0.0,32729108.0,1.315,1.305,24849402.0,,0.375,0.2969,0.228,0.1715,0.095,0.1284,78162205.0,58909267.0,32729108.0,9.682,11.124,0.026,4.5072,0.3556,0.4655,0.2585,9.7653,3.076,0.3985,0.325,0.362,0.1228,0.0,102621246.0,276417011.0,-40638848.0,330157231.0,72564855.0,16932273.0,49678925.5,-0.8288,0.142,0.083,0.098,0.172,5.0,0.866,1.6408,19.1991,76.93,56.1709,4.733,20.2835,6.9133,0.285,8.0,0.1293,0.0,266089240.0,231106466.0,396602528.0,1.774,13.821,8.5628,0.1442,-0.179,AZZ,19.969998999999998,20.708783729729735,496242533.0905979
2010-05-31,-0.2063,-0.3392,-0.3562,-0.3704,-0.3625,-0.6966,0.0741,0.136,0.0,-0.281,-0.119,0.0,-0.7965,0.0,0.0124,-0.3396,0.0229,77474546.0,-0.1887,53911073.0,23563473.0,0.0,12274335.0,11910385.0,11653088.0,1691115.0,9971403.0,3597914.0,0.0,0.0,6373489.0,0.0,6373489.0,0.255,0.255,24844218.0,0.125,0.3041,0.208,0.1505,0.082,0.0264,16137254.0,11662518.0,6373489.0,339012620.0,-0.1689,235491294.0,103521326.0,0.0,43567810.0,42385602.0,61135724.0,6842586.0,54390836.0,20189583.0,0.0,0.0,34201253.0,0.0,34201253.0,1.385,1.365,24844218.0,,0.25,0.3054,0.233,0.1806,0.101,0.1858,78981871.0,61233422.0,34201253.0,9.387,12.07,0.082,4.0251,4.4343,0.4288,0.2586,6.8963,4.93,0.6541,0.49,0.2246,0.1584,0.0,170939599.0,299866219.0,60908384.0,246201381.0,60812519.5,16045673.5,47010809.5,-0.5098,0.153,0.089,0.1639,0.181,6.0,0.886,2.1349,16.8249,54.7717,47.4112,5.5747,21.128,7.2114,0.181,7.0,0.1285,0.0,249422634.0,224096504.0,382566357.0,2.535,13.646,8.9489,0.1334,-0.1375,AZZ,18.459999,19.845428514285715,458624239.435782
2010-02-28,-0.1596,-0.1959,-0.2007,-0.2195,-0.2222,-0.5597,0.0768,0.2037,0.0,-0.3401,-0.2539,0.0,-0.5564,0.0,-0.0946,-0.1773,0.0118,84862684.0,-0.1538,61232110.0,23630574.0,0.0,9665596.0,9230133.0,14400441.0,1691844.0,12683725.0,4717592.0,0.0,0.0,7966133.0,0.0,7966133.0,0.32,0.315,24566334.0,0.125,0.2785,0.222,0.1694,0.094,0.1802,18816497.0,14375569.0,7966133.0,357030075.0,-0.1342,247383972.0,109646103.0,0.0,43417024.0,42518122.0,67127981.0,6838028.0,60383252.0,22655328.0,0.0,0.0,37727924.0,0.0,37727924.0,1.535,1.51,24566334.0,,0.125,0.3071,0.237,0.1883,0.106,0.1988,84647775.0,67221280.0,37727924.0,9.276,12.001,0.623,4.0706,4.5024,0.4389,0.2618,8.497,4.755,2.1456,0.391,0.2281,0.1139,0.0,163824748.0,294817438.0,53357816.0,240582221.0,63153305.5,14984977.0,46950190.5,-0.1052,0.175,0.1,0.1842,0.188,6.0,0.95,2.189,12.3873,51.3353,41.0203,5.6534,23.8259,7.6044,0.081,6.0,0.1216,0.0,259236506.0,215966221.0,375897827.0,2.889,14.533,9.8305,0.1502,-0.1406,AZZ,15.705,15.349090939393935,385814275.47
2009-11-30,-0.128,-0.1554,-0.1915,-0.2022,-0.2045,2.2539,0.1398,0.2406,0.0,-0.3589,-0.2363,0.0,6.2647,0.0,-0.0953,-0.1584,0.0129,81518198.0,-0.2512,55804749.0,25713449.0,0.0,10238451.0,10156343.0,15557106.0,1728621.0,13876173.0,5133442.0,0.0,0.0,8742731.0,0.0,8742731.0,0.355,0.35,24602964.0,0.0,0.3154,0.247,0.1914,0.107,0.3201,20146159.0,15604794.0,8742731.0,372453755.0,-0.0418,258319049.0,114134706.0,0.0,44427416.0,43902486.0,70232220.0,6831816.0,63891599.0,24162807.0,0.0,0.0,39728792.0,0.0,39728792.0,1.625,1.6,24602964.0,,0.0,0.3064,0.235,0.1899,0.107,0.2421,87678257.0,70723415.0,39728792.0,9.054,12.067,1.061,4.0646,4.0009,0.4489,0.2601,9.0273,4.06,3.2707,0.0,0.2277,0.1256,0.0,156163489.0,296885399.0,45523561.0,247416125.0,72145345.0,17593994.5,51930036.5,-0.0876,0.193,0.108,0.1868,0.19,6.0,1.009,2.6256,14.8461,55.2376,44.0716,5.1625,21.1694,7.1722,0.0,6.0,0.1193,0.0,265031217.0,205777637.0,369086399.0,3.665,15.139,10.3521,0.1616,-0.1357,AZZ,16.924999,17.92028568571429,416405141.097036
2009-08-31,0.0386,-0.0122,-0.0163,-0.0215,-0.0326,0.5998,0.1443,0.2594,0.0,-0.0864,-0.2103,0.0,0.5919,0.0,0.0015,0.045,0.0031,95157192.0,-0.0785,64543362.0,30613830.0,0.0,11389428.0,11088741.0,19525089.0,1731006.0,17859535.0,6740635.0,0.0,0.0,11118900.0,0.0,11118900.0,0.455,0.445,24350890.0,0.0,0.3217,0.251,0.2059,0.117,0.2054,23881961.0,19590541.0,11118900.0,399795790.0,0.0911,281887138.0,117908652.0,0.0,45505586.0,44747860.0,73160792.0,6784836.0,66810112.0,25011033.0,0.0,0.0,41799079.0,0.0,41799079.0,1.715,1.69,24350890.0,,0.0,0.2949,0.225,0.1841,0.105,0.1692,89830503.0,73594948.0,41799079.0,8.729,11.885,0.803,4.1066,2.9548,0.4704,0.2652,11.3174,3.675,2.083,0.0,0.2326,0.1197,0.0,144332327.0,289403176.0,33713652.0,263490810.0,76183561.5,20432170.0,52695736.5,-0.1559,0.215,0.117,0.182,0.184,6.0,1.119,2.0217,14.4241,66.4114,42.4565,5.2478,19.567,7.5869,0.0,6.0,0.1138,0.0,274834223.0,194407326.0,357301303.0,2.778,16.418,10.847,0.1775,-0.1993,AZZ,17.209999,18.28972205555555,419078792.54911
2009-05-31,0.1302,0.0448,-0.022,-0.0241,-0.0244,8.2921,0.1475,0.2757,0.0,-0.1329,-0.0334,0.0,2.5135,0.0,0.23,0.0443,0.0013,95492001.0,-0.0447,65803751.0,29688250.0,0.0,12123549.0,12042905.0,17645345.0,1686557.0,15963819.0,6063659.0,0.0,0.0,9900160.0,0.0,9900160.0,0.405,0.4,24288432.0,0.0,0.3109,0.228,0.1848,0.104,0.1051,21803158.0,17650376.0,9900160.0,407898065.0,0.1831,291126155.0,116771910.0,0.0,45488214.0,44451702.0,72320208.0,6735492.0,67101246.0,25117426.0,0.0,0.0,41983820.0,0.0,41983820.0,1.725,1.705,24288432.0,,0.0,0.2863,0.219,0.181,0.103,0.1481,89478581.0,73836738.0,41983820.0,8.263,12.038,0.413,4.1172,2.3752,0.4983,0.2777,10.4653,3.776,1.3878,0.0,0.188,0.127,0.0,136700440.0,292383004.0,26560887.0,285456869.0,76176702.5,18798683.0,50848830.0,-0.2693,0.229,0.122,0.1786,0.181,6.0,1.181,1.8059,14.7328,63.312,44.729,5.3546,21.6982,8.0218,0.0,6.0,0.1115,0.0,277861969.0,183328889.0,345408911.0,2.486,16.794,10.9623,0.1869,-0.2035,AZZ,17.375,15.283382323529414,422011506.0
2009-02-28,0.4124,0.53,0.3602,0.3667,0.3729,1.0626,0.8349,0.2668,0.0,0.4648,0.2383,0.0,1.0306,0.0,0.2641,0.4898,0.0106,100286364.0,0.3089,72167187.0,28119177.0,0.0,10675988.0,10614497.0,17504680.0,1685632.0,16192072.0,6225071.0,0.0,0.0,9967001.0,0.0,9967001.0,0.41,0.405,24280304.0,0.0,0.2804,0.218,0.1783,0.099,0.3438,21846979.0,17877704.0,9967001.0,412364321.0,0.2879,299011807.0,113352514.0,0.0,43221186.0,41781551.0,71570963.0,6169723.0,66910132.0,24703907.0,0.0,0.0,42206225.0,0.0,42206225.0,1.74,1.715,24280304.0,,0.0,0.2749,0.212,0.1772,0.102,0.106,87607846.0,73079855.0,42206225.0,7.706,11.107,1.42,4.1186,1.9587,0.5344,0.2819,10.6059,3.118,3.8944,0.0,0.2397,0.1065,0.0,123652083.0,269690217.0,14419781.0,263761065.0,64018961.0,16944551.5,48601134.0,-0.1117,0.245,0.126,0.1798,0.177,5.0,1.235,1.4262,15.8025,67.3523,47.5991,6.4413,24.3361,8.4847,0.0,5.0,0.1048,0.0,279419501.0,172438368.0,333836221.0,1.801,16.983,11.8449,0.1997,-0.2738,AZZ,10.12,11.531911764705884,245716676.48
2008-11-30,0.4581,0.4163,0.3363,0.3284,0.3333,0.7496,0.6278,0.2734,4.8824,0.3897,0.2838,0.0,0.1523,0.0,0.5192,0.4207,0.0038,108860233.0,0.2571,79372838.0,29487395.0,0.0,11316621.0,11001717.0,18485678.0,1681641.0,16794686.0,5981668.0,0.0,0.0,10813018.0,0.0,10813018.0,0.445,0.44,24288432.0,0.0,0.2709,0.205,0.1697,0.099,0.033,22298405.0,18476327.0,10813018.0,388694560.0,0.2026,283552497.0,105142063.0,0.0,40990460.0,39325894.0,65816169.0,4717525.0,62169576.0,22602632.0,0.0,0.0,39566944.0,0.0,39566944.0,1.625,1.605,24288432.0,,0.0,0.2705,0.205,0.1721,0.102,0.0675,79573105.0,66887101.0,39566944.0,7.298,10.427,0.148,4.1172,0.5726,0.5641,0.2965,10.9871,3.143,0.8127,0.0,0.2491,0.104,0.0,112979271.0,253264282.0,5690850.0,286628146.0,75596648.0,19506847.0,52378666.0,-0.5913,0.244,0.135,0.152,0.172,5.0,1.324,1.016,18.8172,82.5653,55.2987,5.1417,19.9261,7.4209,0.0,6.0,0.1055,0.0,240337838.0,162199599.0,293487179.0,1.079,16.003,14.1784,0.1993,-0.3478,AZZ,12.03,13.073676441176474,292189836.96
2008-08-31,0.3878,0.4977,0.3918,0.3881,0.3939,0.9519,0.6202,0.2748,4.0,0.4204,0.1943,0.0,1.9659,0.0,0.3598,0.4113,0.0129,103259467.0,0.2653,73782379.0,29477088.0,0.0,11372056.0,10792583.0,18684505.0,1681662.0,18150669.0,6847028.0,0.0,0.0,11303641.0,0.0,11303641.0,0.465,0.46,24274432.0,0.0,0.2855,0.228,0.1921,0.109,0.1189,23530039.0,19832331.0,11303641.0,366427507.0,0.2134,270549090.0,95878417.0,0.0,37122839.0,35536538.0,60341879.0,3377838.0,58078143.0,21232636.0,0.0,0.0,36845507.0,0.0,36845507.0,1.515,1.495,24274432.0,,0.0,0.2617,0.198,0.1677,0.101,0.0703,72384464.0,61455981.0,36845507.0,6.931,10.02,0.506,4.1196,0.5156,0.5944,0.3034,11.7933,2.856,1.2807,0.0,0.262,0.1101,0.0,102266848.0,243233203.0,-3941517.0,275601796.0,67842154.0,23511045.0,54097838.5,-0.1517,0.242,0.141,0.144,0.168,5.0,1.404,0.9888,24.9675,79.3144,58.6581,5.4012,15.5853,6.7734,0.0,10.0,0.1013,0.0,202172505.0,152547247.0,260966449.0,1.061,15.095,18.1939,0.198,-0.2934,AZZ,21.725,22.181571485714286,527362035.20000005
