,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2011-03-31,0.0,0.133,-0.1463,0.0,0.0,0.3352,0.908,1.2103,366.0,-1.0,0.3987,0.0,0.0,0.8472,0.1297,-0.3027,0.133,0.3352,0.0,0.0,0.0,0.0,270000.0,258000.0,528000.0,-528000.0,177000.0,-705000.0,0.0,0.0,0.0,-705000.0,0.0,-705000.0,-0.15,-0.15,7259680.0,7259680.0,0.0,0.0,0.0,0.0,-490000.0,-528000.0,-705000.0,0.0,0.0,0.0,0.0,1076000.0,1432000.0,2508000.0,-2508000.0,-18000.0,-2490000.0,19000.0,0.0,0.0,-2509000.0,0.0,-2509000.0,-0.6,-0.6,7259680.0,7259680.0,0.0,0.0,0.0,0.0,-2350000.0,-2508000.0,-2509000.0,0.367,0.607,-0.013,0.0,0.5047,0.0,0.0,-2.9831,2.413,0.078,0.0,0.0,0.0,0.0,2275000.0,4403000.0,2148000.0,-871000.0,189500.0,1736500.0,0.0,0.6727,0.0,7.4776,0.0,-0.9737,-9.009,-1.202,0.0,4.0,0.0,0.6082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,0.0,0.0,-877000.0,278500.0,2087500.0,-0.215,0.0,139.3333,-0.9317,0.0249,0.0,0.0,-0.2405,BCLI,4.5,4.8500000000000005,32668560.0
2010-12-31,0.0,-6.8387,-3.7184,0.0,0.0,0.3444,-0.7556,0.4386,0.8032,-0.6297,0.0,0.0,0.0,-0.7653,1.1467,-0.0641,-6.8387,0.3444,0.0,0.0,0.0,0.0,87000.0,642000.0,729000.0,-729000.0,-238000.0,-491000.0,-5000.0,0.0,0.0,-486000.0,0.0,-486000.0,-0.15,-0.15,6239941.0,6239941.0,0.0,0.0,0.0,0.0,-693000.0,-729000.0,-486000.0,0.0,0.0,0.0,0.0,1045000.0,1544000.0,2589000.0,-2589000.0,-189000.0,-2400000.0,19000.0,0.0,0.0,-2419000.0,0.0,-2419000.0,-0.45,-0.45,5939627.0,5939627.0,0.0,0.0,0.0,0.0,-2427000.0,-2589000.0,-2419000.0,-0.074,0.175,-0.088,0.022,0.0149,-0.2985,0.1258,3.063,0.407,1.1235,0.0,0.0,0.0,0.0,-844000.0,1089000.0,-969000.0,-290000.0,213500.0,1428000.0,0.0,0.0055,0.0,-0.0635,0.0,-0.0833,6.247,-1.629,0.0,4.0,0.0,0.8553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,-930750.0,-387250.0,1484750.0,-0.349,0.0,13.6984,5.6918,0.0024,0.0,0.0,-0.0309,BCLI,2.85,2.9271428571428566,17783831.85
2010-09-30,0.0,-0.0708,-0.1337,0.0,0.0,0.5169,-0.8779,0.718,0.8401,-0.8447,-1.0,0.0,0.0,-0.8873,0.3491,-0.1698,-0.0708,0.5169,0.0,0.0,0.0,0.0,371000.0,264000.0,635000.0,-635000.0,45000.0,-680000.0,24000.0,0.0,0.0,-704000.0,0.0,-704000.0,-0.15,-0.15,6107078.0,6107078.0,0.0,0.0,0.0,0.0,-593000.0,-635000.0,-704000.0,0.0,0.0,0.0,0.0,365000.0,1588000.0,1953000.0,-1953000.0,59000.0,-2012000.0,24000.0,0.0,0.0,-2036000.0,0.0,-2036000.0,-0.45,-0.45,6107078.0,6107078.0,0.0,0.0,0.0,0.0,-1779000.0,-1953000.0,-2036000.0,-0.102,0.226,-0.066,0.0067,0.1228,-0.0658,0.0296,-14.1111,0.455,0.5682,0.0,0.0,0.0,0.0,-1040000.0,1383000.0,-1137000.0,-1235000.0,46500.0,2438000.0,0.0,0.005,0.0,1.1956,0.0,-0.0476,2.875,-1.452,0.0,4.0,0.0,0.9008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,-1173750.0,-708250.0,1401750.0,-0.301,0.0,-33.1017,3.4626,0.0011,0.0,0.0,-0.0115,BCLI,3.3,3.1416666666666657,20153357.4
2010-06-30,0.0,-0.1756,-0.1308,-2.0,-2.0,0.4944,-8.0517,0.7879,0.8621,-0.9951,2.4038,0.0,0.0,-7.9828,0.6571,-0.1465,-0.1756,0.4944,0.0,0.0,0.0,0.0,348000.0,268000.0,616000.0,-616000.0,-2000.0,-614000.0,0.0,0.0,0.0,-614000.0,0.0,-614000.0,-0.15,-0.15,5907311.0,5907311.0,0.0,0.0,0.0,0.0,-574000.0,-616000.0,-614000.0,0.0,0.0,0.0,0.0,269000.0,1642000.0,1911000.0,-1911000.0,42000.0,-1953000.0,0.0,0.0,0.0,-1953000.0,0.0,-1953000.0,-0.45,-0.45,5907311.0,5907311.0,0.0,0.0,0.0,0.0,-1738000.0,-1911000.0,-1953000.0,-0.08,0.25,-0.088,0.0002,0.1227,-0.0021,0.0007,308.0,0.498,0.855,0.0,0.0,0.0,0.0,-936000.0,1475000.0,-1018000.0,-1112000.0,114500.0,2340000.0,0.0,-0.0076,0.0,1.2613,0.0,0.0952,1.635,-1.553,0.0,4.0,0.0,0.8433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,-1416250.0,-1194500.0,1257250.0,-0.279,0.0,-45.5,4.3986,0.0,0.0,0.0,0.0,BCLI,3.0,3.7041666666666675,17721933.0
2010-03-31,0.0,-0.1278,-0.1965,0.0,0.0,0.4764,-2.6914,1.3686,1.0016,-0.9782,2.6744,0.0,0.0,-2.716,-0.173,0.4741,-0.1278,0.4764,0.0,0.0,0.0,0.0,239000.0,370000.0,609000.0,-609000.0,6000.0,-615000.0,0.0,0.0,0.0,-615000.0,0.0,-615000.0,-0.15,-0.15,5437344.0,5437344.0,0.0,0.0,0.0,0.0,-567000.0,-609000.0,-615000.0,0.0,0.0,0.0,0.0,131000.0,1688000.0,1819000.0,-1819000.0,63000.0,-1882000.0,0.0,0.0,0.0,-1882000.0,0.0,-1882000.0,-0.15,-0.15,5437344.0,5437344.0,0.0,0.0,0.0,0.0,-1648000.0,-1819000.0,-1882000.0,0.001,0.366,-0.111,0.0017,0.2235,3.0,0.0045,-101.5,0.733,0.9724,0.0,0.0,0.0,0.0,-499000.0,1992000.0,-616000.0,-1086000.0,100500.0,2246000.0,0.0,0.0067,0.0,2.127,0.0,-0.0952,1.141,-1.719,0.0,4.0,0.0,0.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,0.0,-1645750.0,-1650000.0,1094750.0,-0.218,0.0,-28.873,-48.2564,0.0034,0.0,0.0,-0.0234,BCLI,5.1,5.145833333333333,27730454.4
2009-12-31,0.0,0.8622,0.8355,1.0,1.0,0.2593,-1.1448,-0.1349,0.3321,-0.1648,-1.0,0.0,0.0,-1.1448,-2.2511,2.4129,0.8622,0.2593,0.0,0.0,0.0,0.0,-593000.0,686000.0,93000.0,-93000.0,10000.0,-103000.0,0.0,0.0,0.0,-103000.0,0.0,-103000.0,0.0,0.0,4641405.0,4641405.0,0.0,0.0,0.0,0.0,-45000.0,-93000.0,-103000.0,0.0,0.0,0.0,0.0,181000.0,1569000.0,1750000.0,-1750000.0,31000.0,-1781000.0,0.0,0.0,0.0,-1781000.0,0.0,-1781000.0,-0.45,-0.45,4076734.0,4076734.0,0.0,0.0,0.0,0.0,-1582000.0,-1750000.0,-1781000.0,-0.376,0.163,-0.067,0.0797,0.0002,-0.2123,0.4888,-9.3,0.036,3.0194,0.0,0.0,0.0,0.0,-2301000.0,757000.0,-2413000.0,-1262000.0,10500.0,2217000.0,0.0,0.0,0.0,-8.2,0.0,0.0,0.802,-2.207,0.0,4.0,0.0,0.4177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,-1829750.0,-2221000.0,807000.0,-0.182,0.0,-56.4516,1.0319,0.0,0.0,0.0,0.0,BCLI,3.9,3.981428571428572,18101479.5
2009-09-30,0.0,0.1492,0.147,0.0,0.0,0.1759,0.5224,-0.2348,-0.2222,-0.4273,0.0,0.0,0.0,0.5235,-0.0582,-0.2148,0.1492,0.1759,0.0,0.0,0.0,0.0,275000.0,318000.0,593000.0,-593000.0,28000.0,-621000.0,0.0,0.0,0.0,-621000.0,0.0,-621000.0,-0.15,-0.15,4026053.0,4026053.0,0.0,0.0,0.0,0.0,-552000.0,-593000.0,-621000.0,0.0,0.0,0.0,0.0,1248000.0,1084000.0,2332000.0,-2332000.0,-28000.0,-2304000.0,0.0,0.0,0.0,-2304000.0,0.0,-2304000.0,-0.3,-0.3,4026053.0,4026053.0,0.0,0.0,0.0,0.0,-2172000.0,-2332000.0,-2304000.0,-0.638,0.2,-0.053,0.0656,0.0005,-0.1028,0.328,-21.1786,0.029,0.343,0.0,0.0,0.0,0.0,-3177000.0,805000.0,-3278000.0,-2205000.0,46500.0,2625000.0,0.0,0.0,0.0,-0.4746,0.0,0.0,1.0,-2.754,0.0,3.0,0.0,0.2509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,-1909000.0,-2304250.0,836500.0,-0.144,0.0,83.2857,0.9025,0.0,0.0,0.0,0.0,BCLI,4.5,3.220833333333333,18117238.5
2009-06-30,0.0,0.3123,0.3657,1.5,1.5,0.2431,0.8784,-0.2654,-0.1577,-0.5275,0.0,0.0,0.0,0.8774,-0.258,-0.3445,0.3123,0.2431,0.0,0.0,0.0,0.0,210000.0,314000.0,524000.0,-524000.0,19000.0,-543000.0,0.0,0.0,0.0,-543000.0,0.0,-543000.0,0.15,0.15,3952944.0,3952944.0,0.0,0.0,0.0,0.0,-484000.0,-524000.0,-543000.0,0.0,0.0,0.0,0.0,1265000.0,1171000.0,2436000.0,-2436000.0,-25000.0,-2411000.0,0.0,0.0,0.0,-2411000.0,0.0,-2411000.0,-0.3,-0.3,3952944.0,3952944.0,0.0,0.0,0.0,0.0,-2277000.0,-2436000.0,-2411000.0,-0.58,0.209,-0.015,0.0521,0.0094,-0.0899,0.2497,-27.5789,0.029,0.1068,0.0,0.0,0.0,0.0,-2935000.0,825000.0,-3028000.0,-2030000.0,26000.0,2480500.0,0.0,0.0,0.0,-0.3492,0.0,0.0,1.143,-2.684,0.0,3.0,0.0,0.3364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1670500.0,-2109000.0,898250.0,-0.205,0.0,97.44,1.0616,0.0012,0.0,0.0,-0.0063,BCLI,1.05,1.0874999999999997,4150591.2
2009-03-31,0.0,0.5238,0.5927,0.6667,0.6667,0.3224,0.7568,-0.2242,0.295,-0.7025,0.0,0.0,0.0,0.8032,-0.5102,-0.5386,0.5238,0.3224,0.0,0.0,0.0,0.0,289000.0,251000.0,540000.0,-540000.0,-26000.0,-514000.0,0.0,0.0,0.0,-514000.0,0.0,-514000.0,-0.15,-0.15,3682761.0,3682761.0,0.0,0.0,0.0,0.0,-501000.0,-540000.0,-514000.0,0.0,,0.0,0.0,1338000.0,1336000.0,2674000.0,-2674000.0,50000.0,-2724000.0,0.0,0.0,0.0,-2724000.0,0.0,-2724000.0,-0.75,-0.75,3682761.0,3682761.0,0.0,0.0,0.0,0.0,-2515000.0,-2674000.0,-2724000.0,-0.619,0.228,-0.044,0.1119,0.0092,-0.1806,0.4899,20.7692,0.025,0.3152,0.0,0.0,0.0,0.0,-2964000.0,841000.0,-3045000.0,-1822000.0,21500.0,2336000.0,0.0,0.0,0.0,-0.7545,0.0,0.0,1.408,-2.8,0.0,,0.0,0.4515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1442250.0,-1934250.0,972750.0,-0.333,0.0,-53.48,1.2053,-0.0024,0.0,0.0,0.0189,BCLI,1.35,1.4250000000000003,4971727.350000001
2008-12-31,0.0,0.4332,0.5718,0.8,0.8,0.851,0.4689,-0.1921,0.5381,-0.7125,-0.8467,0.0,0.0,0.7047,0.454,-0.7676,0.4332,0.851,0.0,0.0,0.0,0.0,474000.0,201000.0,675000.0,-675000.0,-49000.0,-626000.0,0.0,0.0,0.0,-626000.0,0.0,-626000.0,-0.15,-0.15,3685779.0,3685779.0,0.0,0.0,0.0,0.0,-635000.0,-675000.0,-626000.0,0.0,,0.0,0.0,1639000.0,1629000.0,3268000.0,-3268000.0,204000.0,-3472000.0,0.0,0.0,0.0,-3472000.0,0.0,-3472000.0,-1.05,-1.05,3269367.0,3269367.0,0.0,0.0,0.0,0.0,-3115000.0,-3268000.0,-3472000.0,-0.563,0.237,-0.039,0.1202,0.0103,-0.2134,0.5063,13.7755,0.021,0.2316,,0.0,0.0,0.0,-2800000.0,875000.0,-2892000.0,-1579000.0,79000.0,2151500.0,0.0,0.0,0.0,-0.6378,0.0,0.0,1.758,-3.359,0.0,,0.0,0.4994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1236000.0,-1975000.0,1033500.0,-0.577,0.0,-16.0196,1.6879,0.0888,0.0,0.0,-1.0065,BCLI,0.9,1.367142857142858,3317201.1
2008-09-30,0.0,0.1924,0.3686,0.75,0.75,1.0692,0.53,0.455,,-0.5906,-1.0,0.0,0.0,0.5698,-0.2808,-0.1138,0.1924,1.0692,0.0,0.0,0.0,0.0,292000.0,405000.0,697000.0,-697000.0,31000.0,-728000.0,0.0,0.0,0.0,-728000.0,0.0,-728000.0,-0.15,-0.15,3423663.0,3423663.0,0.0,0.0,0.0,0.0,-657000.0,-697000.0,-728000.0,0.0,,0.0,0.0,1491000.0,2293000.0,3784000.0,-3784000.0,519000.0,-4303000.0,5000.0,0.0,0.0,-4308000.0,0.0,-4308000.0,-1.65,-1.65,3423663.0,3423663.0,0.0,0.0,0.0,0.0,-3636000.0,-3784000.0,-4308000.0,-0.522,0.307,-0.131,0.1347,0.0178,-0.258,0.4382,-22.4839,0.055,0.6126,,0.0,0.0,0.0,-2555000.0,1052000.0,-2691000.0,-1251000.0,21000.0,1807000.0,0.0,0.0022,0.0,-0.6088,0.0,-0.025,2.088,-3.969,0.0,,0.0,0.4322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1022500.0,-2063000.0,1085500.0,-0.653,0.0,-7.2909,2.4312,0.1998,0.0,0.0,-2.5135,BCLI,2.55,3.4875000000000007,8730340.649999999
