,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2011-03-25,-0.164,-2.2213,-0.3233,0.0,0.0,12.0872,0.1512,-0.0383,-0.0078,0.0171,0.0,0.0,0.9438,0.0,0.2158,-2.1431,0.3029,103753000.0,-0.0804,84189000.0,19564000.0,0.0,4074000.0,25627000.0,-6063000.0,8818000.0,-14771000.0,-3727000.0,0.0,181000.0,-11044000.0,0.0,-11044000.0,-0.07,-0.07,166989205.0,0.08,0.1886,0.149,-0.0574,-0.106,-0.0022,15418000.0,-5953000.0,-11044000.0,514821000.0,0.0551,381993000.0,132828000.0,0.0,17107000.0,111377000.0,21451000.0,36117000.0,-12227000.0,-356000.0,0.0,-1446000.0,-11871000.0,0.0,-11871000.0,-0.06,-0.06,166989205.0,,0.08,0.258,0.223,0.0464,-0.023,-0.4053,114988000.0,23890000.0,-11871000.0,9.202,15.263,-0.001,4.6658,1.5872,0.5071,0.3057,-0.6751,-0.6932,0.0,0.0,0.0393,0.0,2548787000.0,3062887000.0,50796500.0,108938000.0,0.0,-1.0295,0.009,-0.076,-0.3688,-0.008,-0.005,0.046,0.21,-7.762,83.1312,36.3198,0.0,10.135,4.7258,0.0,-1.333,106.0,0.0332,0.0,3054695750.0,1443495250.0,2449799500.0,-1.25,3.083,0.6615,-3.2646,0.008,-0.5843,-3.302,DRH,11.34,11.592222222222222,1893657584.7
2010-12-31,0.7597,1.878,1.2072,1.25,1.25,0.3882,0.0899,-0.106,-0.0075,0.122,0.0,-1.0,0.1468,0.0,-0.2351,1.9621,0.345,108830000.0,0.1616,76740000.0,32090000.0,0.0,5525000.0,26073000.0,6017000.0,4970000.0,2807000.0,939000.0,0.0,-1627000.0,1868000.0,0.0,1868000.0,0.02,0.02,144463587.0,0.0,0.2949,0.341,0.0715,0.017,0.2497,37057000.0,7777000.0,1868000.0,523895000.0,0.0613,387230000.0,136665000.0,0.0,16384000.0,111080000.0,25585000.0,35425000.0,-7430000.0,1742000.0,0.0,-1627000.0,-9172000.0,0.0,-9172000.0,-0.06,-0.06,144463587.0,,0.0,0.2609,0.223,0.0534,-0.018,-0.4055,116663000.0,27995000.0,-9172000.0,9.785,16.714,0.188,5.4054,0.9424,0.5524,0.3234,1.5648,22.7816,0.0,0.0,0.0508,0.0,2414609000.0,3059352000.0,47957500.0,113175500.0,0.0,-0.3614,0.0108,-0.1413,-0.5252,-0.007,-0.004,0.053,0.221,-9.2752,81.7931,35.3334,0.0,10.9242,4.629,0.0,0.0,90.0,0.0313,0.0,2984167000.0,1365912750.0,2366110500.0,-1.471,3.626,0.7903,-3.4974,0.0076,-0.5679,-3.3556,DRH,12.0,10.89457142857143,1733563044.0
2010-09-10,0.096,-0.0339,-5.6439,-3.0,-3.0,0.4648,0.1206,-0.1461,-0.0465,0.3609,0.0,0.0,-6.7058,0.0,0.0743,-0.0621,0.4316,151113000.0,0.0966,113126000.0,37987000.0,0.0,3948000.0,31224000.0,6763000.0,11240000.0,-4194000.0,-660000.0,0.0,0.0,-3534000.0,0.0,-3534000.0,-0.02,-0.02,154570543.0,0.0,0.2514,0.188,0.0466,-0.023,-0.5725,28383000.0,7046000.0,-3534000.0,508758000.0,-0.1766,385947000.0,122811000.0,0.0,18082000.0,109497000.0,13314000.0,37182000.0,-25822000.0,-5766000.0,0.0,1425000.0,-20056000.0,0.0,-20056000.0,-0.16,-0.16,154570543.0,,0.33,0.2414,0.189,0.0223,-0.039,-0.4244,96209000.0,11360000.0,-20056000.0,9.126,15.672,-0.56,5.0634,0.7086,0.5548,0.3231,0.6269,-8.1367,0.0,0.0,0.0261,0.0,2422405000.0,3095538000.0,60867500.0,104633000.0,0.0,-4.0083,0.0058,-0.7627,-5.4019,-0.015,-0.009,0.022,0.22,-3.6484,90.1039,50.3437,0.0,8.3585,4.8623,0.0,-2.063,178.0,0.0355,0.0,2917732500.0,1306410000.0,2316331000.0,-1.397,3.291,0.3055,-3.9511,0.0115,-0.5683,-3.4073,DRH,9.26,9.226666666666667,1431323228.18
2010-06-18,0.0852,0.4691,-0.6585,-0.5,-0.5,-0.197,0.1445,0.0574,-0.0434,0.2429,0.0,0.0,-15.2882,0.0,-0.0249,0.2914,0.216,151125000.0,0.0524,107938000.0,43187000.0,0.0,3560000.0,28453000.0,14734000.0,11089000.0,3931000.0,3092000.0,0.0,0.0,839000.0,0.0,839000.0,0.01,0.01,131291682.0,0.0,0.2858,0.226,0.0994,0.006,-0.9867,34130000.0,15020000.0,839000.0,495445000.0,-0.2277,375962000.0,119483000.0,0.0,17809000.0,105721000.0,13762000.0,37032000.0,-25425000.0,-9664000.0,0.0,1425000.0,-15761000.0,0.0,-15761000.0,-0.13,-0.13,131291682.0,,0.33,0.2412,0.19,0.0234,-0.032,-0.2306,94019000.0,11607000.0,-15761000.0,10.765,18.382,-1.136,5.9702,1.4946,0.5546,0.3248,1.3545,15.7044,0.0,0.0,0.0236,0.0,2413397000.0,3001006000.0,59770000.0,100614500.0,0.0,-12.3169,0.0075,-1.0739,-8.4923,-0.013,-0.007,0.023,0.22,-4.0637,84.615,48.802,0.0,8.2892,4.9242,0.0,-2.538,150.0,0.0359,0.0,2851218000.0,1242243750.0,2251133500.0,-0.87,3.774,0.3134,-2.7841,0.0128,-0.3599,-2.1638,DRH,8.97,9.603888888888891,1177686387.5400002
2010-03-26,-0.0985,-9.141,-0.5768,-0.1667,-0.1667,-0.9577,0.0639,-0.1497,-0.0998,-0.1096,0.0,0.0,-1.6136,0.0,-0.1109,-14.3958,0.4232,112828000.0,-0.0482,89427000.0,23401000.0,0.0,3351000.0,25330000.0,-1929000.0,8126000.0,-9974000.0,-1628000.0,0.0,0.0,-8346000.0,0.0,-8346000.0,-0.07,-0.07,128163717.0,0.0,0.2074,0.151,-0.0164,-0.074,-0.0356,17093000.0,-1848000.0,-8346000.0,487927000.0,-0.2813,371834000.0,116093000.0,0.0,17900000.0,105656000.0,10437000.0,37029000.0,-30218000.0,-16075000.0,0.0,1425000.0,-14143000.0,0.0,-14143000.0,-0.12,-0.12,128163717.0,,0.33,0.2379,0.184,0.014,-0.029,0.0928,89875000.0,6811000.0,-14143000.0,9.568,17.275,-0.031,6.127,1.705,0.6404,0.3547,-0.2274,-0.0701,-4.125,0.0,0.0297,0.0,2214031000.0,2780772000.0,53463500.0,95876000.0,0.0,-7.8701,0.007,-0.0408,-0.2431,-0.012,-0.007,0.014,0.224,-4.7571,75.2716,37.6762,0.0,9.1264,5.0891,0.0,-2.75,270.0,0.0367,0.0,2812550250.0,1163729250.0,2174955000.0,0.353,3.807,0.1839,-0.327,0.0134,-0.0451,-0.2649,DRH,9.82,8.844999999999999,1258567700.94
2009-12-31,-0.7207,-1.3295,-1.654,-1.5333,-1.5333,-0.2995,0.0537,0.0009,-0.1043,-0.2598,0.0,0.0,-0.1641,0.0,0.6264,-1.2316,0.1541,93692000.0,-0.5701,75456000.0,18236000.0,0.0,7223000.0,24490000.0,-6254000.0,6727000.0,-15585000.0,-6570000.0,0.0,1425000.0,-9015000.0,0.0,-9015000.0,-0.08,-0.08,107404074.0,0.33,0.1946,0.177,-0.0945,-0.096,0.2529,16603000.0,-8858000.0,-9015000.0,493642000.0,-0.2879,374994000.0,118648000.0,0.0,18317000.0,106139000.0,12509000.0,40400000.0,-31516000.0,-20426000.0,0.0,1425000.0,-11090000.0,0.0,-11090000.0,-0.1,-0.1,107404074.0,,0.33,0.2404,0.186,0.018,-0.022,0.1131,91758000.0,8884000.0,-11090000.0,10.945,20.628,0.221,7.3254,1.9427,0.6693,0.3551,-1.3168,-3.4006,0.0,0.0,0.0771,0.0,2215491000.0,2793614000.0,53131000.0,105385500.0,0.0,-0.2269,0.0325,-0.0743,-0.2732,-0.01,-0.005,0.018,0.23,-7.2622,80.5586,33.421,0.0,9.291,4.6842,0.0,-3.3,188.0,0.0371,0.0,2844989000.0,1110499250.0,2141695250.0,0.52,4.596,0.2199,-0.3066,0.0141,-0.05,-0.2979,DRH,8.47,8.388000000000003,909712506.7800001
2009-09-11,-0.2912,-0.6502,-0.9377,-0.9231,-0.9231,-0.4801,0.0196,-0.0173,-0.0865,-0.2452,0.0,-1.0,-0.3892,0.0,0.1339,-0.6492,0.1714,137800000.0,-0.1462,103141000.0,34659000.0,0.0,3675000.0,27448000.0,7211000.0,11090000.0,-3797000.0,-4558000.0,0.0,0.0,761000.0,0.0,761000.0,0.01,0.01,107972100.0,0.0,0.2515,0.19,0.0529,0.006,0.11,26193000.0,7293000.0,761000.0,617910000.0,-0.1291,452202000.0,165708000.0,0.0,15536000.0,119945000.0,45763000.0,50321000.0,-5691000.0,-17401000.0,0.0,0.0,11710000.0,0.0,11710000.0,0.12,0.12,107972100.0,,0.0,0.2682,0.206,0.0722,0.019,0.0979,127235000.0,44630000.0,11710000.0,10.687,20.02,0.14,7.6025,1.4169,0.7113,0.3797,0.6576,25.7963,0.0,0.0,0.0267,0.0,2161615000.0,2829480000.0,59939500.0,87335500.0,0.0,-0.2277,0.0099,-0.0324,-0.2365,0.011,0.006,0.072,0.292,7.9971,49.4263,30.4583,0.0,10.3089,7.0751,0.0,0.0,34.0,0.0251,0.0,2880835250.0,1071030750.0,2113456500.0,0.56,5.723,0.8869,-0.354,0.0085,-0.0536,-0.4013,DRH,7.26,6.923611111111112,783877446.0
2009-06-19,-0.3703,-0.6999,-0.8871,-0.913,-0.913,-0.4215,-0.0139,-0.088,-0.0418,-0.2645,0.0,-1.0,-0.2056,0.0,0.0915,-0.6618,0.1393,143607000.0,-0.2067,103810000.0,39797000.0,0.0,3651000.0,28388000.0,11409000.0,11086000.0,-862000.0,-3319000.0,0.0,0.0,2457000.0,0.0,2457000.0,0.02,0.02,107972100.0,0.0,0.2771,0.209,0.0712,0.017,0.0727,29986000.0,10224000.0,2457000.0,641505000.0,-0.1024,461560000.0,179945000.0,0.0,15102000.0,120839000.0,59106000.0,50863000.0,7324000.0,-15837000.0,0.0,0.0,23161000.0,0.0,23161000.0,0.24,0.24,107972100.0,,0.25,0.2805,0.219,0.0907,0.036,0.1094,140189000.0,58187000.0,23161000.0,10.181,19.53,0.097,7.5889,0.757,0.7454,0.3886,0.9222,6.6781,0.0,0.0,0.0254,0.0,2108683000.0,2846335000.0,62878500.0,90865500.0,0.0,-0.364,0.0092,-0.0416,-0.3022,0.022,0.011,0.091,0.305,4.826,49.1446,30.3246,0.0,10.2023,7.0599,0.0,1.042,26.0,0.0235,0.0,2913471000.0,1033139500.0,2103089000.0,0.65,5.941,1.144,-0.3723,0.0077,-0.0649,-0.5075,DRH,6.51,6.674722222222223,702898371.0
2009-03-27,-0.2854,-0.9813,-2.0224,-2.2,-2.2,-0.2943,-0.0232,0.0043,0.0412,-0.153,0.0,-1.0,4.4008,0.0,0.2737,-0.9877,-0.0498,118544000.0,-0.1078,92587000.0,25957000.0,0.0,3769000.0,25813000.0,144000.0,11498000.0,-11271000.0,-5978000.0,0.0,0.0,-5293000.0,0.0,-5293000.0,-0.06,-0.06,90050264.0,0.0,0.219,0.16,0.0019,-0.045,0.0553,18978000.0,227000.0,-5293000.0,678914000.0,-0.0459,475565000.0,203349000.0,0.0,14796000.0,121913000.0,81436000.0,51207000.0,30827000.0,-11632000.0,0.0,0.0,42459000.0,0.0,42459000.0,0.45,0.45,90050264.0,,0.5,0.2995,0.239,0.1208,0.063,0.1073,162386000.0,82034000.0,42459000.0,11.253,23.109,0.073,9.6874,0.4755,0.8609,0.4192,0.0197,-2.6153,0.0,0.0,0.0318,0.0,2080992000.0,2910527000.0,61671000.0,95616500.0,0.0,-0.5268,0.0102,-0.0615,-0.3889,0.042,0.02,0.121,0.322,2.9141,48.9936,30.4091,0.0,11.0086,7.1004,0.0,1.111,15.0,0.0218,0.0,2935478500.0,1022819250.0,2110499000.0,0.809,7.539,1.602,-0.4111,0.0067,-0.0749,-0.6331,DRH,4.1,3.5141666666666653,369206082.4
2008-12-31,-0.1686,-0.4085,-0.4516,-0.4231,-0.4231,-0.2163,-0.0136,-0.0465,0.0653,-0.104,0.0,-1.0,-0.2054,0.0,0.0763,-0.3338,-0.012,217959000.0,-0.0696,152664000.0,65295000.0,0.0,4441000.0,38296000.0,26999000.0,16647000.0,10239000.0,-3546000.0,0.0,0.0,13785000.0,0.0,13785000.0,0.15,0.15,93064790.0,0.0,0.2996,0.239,0.1234,0.063,0.1301,52078000.0,26886000.0,13785000.0,693234000.0,-0.0249,479518000.0,213716000.0,0.0,13987000.0,120712000.0,93004000.0,50404000.0,43553000.0,-9376000.0,0.0,0.0,52929000.0,0.0,52929000.0,0.56,0.56,93064790.0,,0.75,0.3083,0.249,0.1355,0.076,0.0929,172277000.0,93957000.0,52929000.0,10.935,22.592,0.305,9.4381,0.4716,0.8631,0.4178,1.6151,3.1748,1.923,0.0,0.0204,0.0,2102536000.0,2936999000.0,64607500.0,101855000.0,0.0,-0.3522,0.0062,-0.0707,-0.6118,0.051,0.025,0.136,0.327,2.4467,53.61,32.1502,0.0,10.7299,6.8061,0.0,1.339,14.0,0.0202,0.0,2936498500.0,1034984500.0,2122832250.0,0.692,7.449,1.8641,-0.5028,0.0057,-0.0939,-0.8314,DRH,5.07,4.228857142857142,471838485.3
2008-09-05,-0.084,-0.2363,-0.2304,-0.2353,-0.2353,-0.042,-0.0125,-0.0441,0.04,0.0327,0.0,0.0417,-0.0349,0.0,-0.0092,-0.2138,-0.0265,161395000.0,-0.0308,112499000.0,48896000.0,0.0,3241000.0,28342000.0,20554000.0,11632000.0,9218000.0,-2994000.0,0.0,0.0,12212000.0,0.0,12212000.0,0.13,0.13,92173815.0,0.25,0.303,0.243,0.1292,0.076,0.1538,39147000.0,20850000.0,12212000.0,709532000.0,0.1108,482578000.0,226954000.0,0.0,13671000.0,120424000.0,106530000.0,50118000.0,62404000.0,-1878000.0,0.0,-4271000.0,64282000.0,0.0,64282000.0,0.67,0.67,92173815.0,,0.99,0.3199,0.268,0.1586,0.091,0.1011,189987000.0,112522000.0,64282000.0,10.875,23.002,0.269,9.7486,0.6367,0.8964,0.4238,1.7925,3.092,,0.0,0.0201,0.0,2120145000.0,2960023000.0,67236000.0,85511500.0,0.0,-0.3426,0.0065,-0.0802,-0.7071,0.061,0.03,0.159,0.333,2.2025,46.811,35.1434,0.0,10.5529,8.2975,0.0,1.478,15.0,0.0193,0.0,2925909750.0,1050647000.0,2130105000.0,0.778,7.698,2.2451,-0.4935,0.0047,-0.0985,-0.902,DRH,9.37,9.29611111111111,863668646.55
