,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2011-03-31,0.2919,0.0093,0.1675,0.1673,0.1591,1.5179,0.2347,0.263,0.2004,0.3005,0.0,0.1379,0.8826,0.0,0.5009,-0.0131,0.0049,275818000.0,0.3541,128696000.0,147122000.0,0.0,101430000.0,101430000.0,45692000.0,3754000.0,54220000.0,9037000.0,8139000.0,0.0,45183000.0,0.0,45183000.0,0.314,0.306,144265185.0,0.033,0.5334,0.232,0.2102,0.164,0.1448,64045000.0,57974000.0,53322000.0,1074577000.0,0.3925,510356000.0,564221000.0,0.0,393062000.0,393062000.0,171159000.0,13084000.0,189870000.0,40922000.0,1394000.0,0.0,148948000.0,0.0,148948000.0,1.032,1.01,144265185.0,,0.124,0.5251,0.209,0.1889,0.139,0.0282,224063000.0,202954000.0,162196000.0,5.321,29.295,0.277,4.6277,1.7605,0.8697,0.151,15.4433,1.2246,0.105,0.044,0.3677,0.0,4226296000.0,4639935000.0,1424356000.0,270973000.0,0.0,-0.2784,0.0053,-0.0558,-2.537,0.211,0.037,0.189,0.264,0.4009,110.8967,546.9971,0.0,0.7544,3.9656,0.0,0.12,8.0,0.3658,0.0,4236095500.0,704805500.0,4075139750.0,0.21,7.449,15.5116,-0.4917,0.0037,-0.0273,-1.3908,AFSI,7.880164999999999,7.770202055555554,1136833461.5555248
2010-12-31,0.3709,0.0962,0.1987,0.1818,0.1804,-0.1667,0.23,0.2554,0.3061,0.3194,0.0,0.32,0.0883,0.0,0.5709,0.0545,0.0024,282659000.0,0.3924,139718000.0,142941000.0,0.0,100355000.0,100355000.0,42586000.0,2857000.0,42757000.0,9111000.0,-818000.0,0.0,33646000.0,0.0,33646000.0,0.234,0.229,144170400.0,0.033,0.5057,0.182,0.1614,0.119,0.1264,51411000.0,45614000.0,32828000.0,1002457000.0,0.3543,471481000.0,530976000.0,0.0,359212000.0,359212000.0,171764000.0,12902000.0,189518000.0,47053000.0,5109000.0,0.0,142465000.0,0.0,142465000.0,0.986,0.973,144170400.0,,0.12,0.5297,0.22,0.2019,0.142,0.0116,220849000.0,202420000.0,147574000.0,4.97,27.638,0.248,4.5805,1.5282,0.9216,0.1579,15.9657,0.8921,0.141,0.0473,0.355,0.0,3984627000.0,4424676000.0,1321092500.0,220046000.0,0.0,0.1905,0.0025,0.0202,0.9864,0.215,0.037,0.202,0.259,0.185,101.0964,547.2479,0.0,0.7588,4.5557,0.0,0.122,6.0,0.3583,0.0,4028118500.0,664117750.0,3865067500.0,0.081,6.953,15.689,-0.5587,0.0034,-0.0147,-0.7988,AFSI,7.2314050000000005,6.931523085714285,1042554551.4120001
2010-09-30,0.4253,0.5672,0.6224,0.5917,0.6,-1.6394,0.1791,0.2976,-0.092,0.326,0.0,0.16,-2.9068,0.0,0.4853,0.3096,0.002,269618000.0,0.4798,120432000.0,149186000.0,0.0,102362000.0,102362000.0,46824000.0,3410000.0,53231000.0,13935000.0,-5927000.0,0.0,39296000.0,0.0,39296000.0,0.269,0.264,143905244.0,0.029,0.5533,0.227,0.2101,0.146,-0.1065,61328000.0,56641000.0,45223000.0,922806000.0,0.3087,430503000.0,492303000.0,0.0,322741000.0,322741000.0,169562000.0,14938000.0,183478000.0,46590000.0,-5927000.0,0.0,136888000.0,0.0,136888000.0,0.95,0.934,143905244.0,,0.112,0.5335,0.231,0.215,0.148,0.0095,213189000.0,198416000.0,142815000.0,4.84,25.788,-0.2,3.8524,2.1092,0.7959,0.1423,16.6103,-0.2532,0.108,0.0471,0.3797,0.0,3711097000.0,3961951000.0,1202947000.0,193233500.0,0.0,1.8859,0.003,-0.0696,-4.0032,0.218,0.037,0.215,0.251,0.2364,94.2143,542.4831,0.0,0.7671,4.7756,0.0,0.118,6.0,0.3497,0.0,3810937750.0,627337250.0,3669545250.0,0.061,6.413,13.2826,-0.7302,0.0042,-0.0256,-1.5992,AFSI,6.0,5.7977502500000035,863431464.0
2010-06-30,0.1768,0.1794,0.1514,0.1559,0.1344,-1.4201,0.1958,0.3388,-0.0474,0.3577,0.0,0.16,-1.4412,0.0,0.2637,0.0063,0.0004,246482000.0,0.3485,121510000.0,124972000.0,0.0,88915000.0,88915000.0,36057000.0,3063000.0,39662000.0,8839000.0,0.0,0.0,30823000.0,0.0,30823000.0,0.215,0.211,143635233.0,0.029,0.507,0.192,0.1733,0.125,-0.0674,47279000.0,42725000.0,30823000.0,835392000.0,0.3247,387602000.0,447790000.0,0.0,289297000.0,289297000.0,158493000.0,15341000.0,162575000.0,40762000.0,0.0,0.0,121813000.0,0.0,121813000.0,0.851,0.835,143635233.0,,0.107,0.536,0.228,0.213,0.146,0.0628,190237000.0,177916000.0,121813000.0,4.446,25.599,-0.116,3.8803,2.2029,0.8728,0.1466,13.9487,-0.5091,0.135,0.0331,0.3607,0.0,3676877000.0,3917820000.0,1173323000.0,192905000.0,0.0,0.0581,0.0042,-0.0037,-0.2,0.207,0.035,0.213,0.237,0.475,105.1712,590.4183,0.0,0.712,4.3306,0.0,0.126,6.0,0.3463,0.0,3705949250.0,587106000.0,3521637500.0,0.366,5.816,11.5974,-0.0927,0.0051,-0.0064,-0.4353,AFSI,4.975206,5.399908055555555,714614873.032998
2010-03-31,0.1703,0.7101,0.6017,0.6303,0.6,-0.7089,0.1316,0.5242,-0.0891,0.1964,0.0,0.381,-0.7109,0.0,0.0668,0.3634,-0.0118,203698000.0,0.1828,89821000.0,113877000.0,0.0,67580000.0,67580000.0,46297000.0,3572000.0,53868000.0,15168000.0,0.0,0.0,38700000.0,0.0,38700000.0,0.269,0.264,143563782.0,0.029,0.559,0.299,0.282,0.19,0.1041,60831000.0,57440000.0,38700000.0,771688000.0,0.2418,342677000.0,429011000.0,0.0,270743000.0,270743000.0,158268000.0,16285000.0,155132000.0,37371000.0,0.0,0.0,117761000.0,0.0,117761000.0,0.822,0.81,143563782.0,,0.103,0.5559,0.234,0.2221,0.153,0.1383,180479000.0,171417000.0,117761000.0,4.213,24.152,0.148,3.874,1.5007,0.9195,0.1553,16.0806,0.5678,0.108,0.0316,0.3318,0.0,3467296000.0,3808027000.0,1136681500.0,185613000.0,0.0,-0.0349,0.0041,-0.0038,-0.2259,0.215,0.035,0.222,0.229,0.9418,101.9107,585.7152,0.0,0.6789,4.1575,0.0,0.125,6.0,0.3508,0.0,3576454000.0,546681250.0,3365956500.0,0.743,5.375,10.5261,-0.0377,0.0057,-0.0054,-0.461,AFSI,5.764463,5.716253444444444,827568109.479066
2009-12-31,0.0858,0.0685,0.1248,0.1716,0.1149,2.4566,0.0816,0.4641,-0.2064,0.1342,0.0,0.1905,2.1733,0.0,-0.1064,0.0658,-0.0093,203008000.0,0.2088,98740000.0,104268000.0,0.0,63884000.0,63884000.0,40384000.0,4893000.0,36717000.0,8648000.0,0.0,0.0,28069000.0,0.0,28069000.0,0.198,0.194,143827860.0,0.025,0.5136,0.216,0.205,0.138,0.1617,43751000.0,41610000.0,28069000.0,740211000.0,0.2839,327771000.0,412440000.0,0.0,266511000.0,266511000.0,145929000.0,16884000.0,130682000.0,27459000.0,0.0,0.0,103223000.0,0.0,103223000.0,0.719,0.711,143827860.0,,0.095,0.5572,0.211,0.1994,0.139,0.2147,156357000.0,147566000.0,103223000.0,3.959,22.837,0.228,3.5153,1.6282,0.8879,0.1487,8.504,1.2833,0.126,0.0341,0.3147,0.0,3284536000.0,3555953000.0,1071795500.0,167076000.0,0.0,-0.0884,0.006,-0.0157,-1.4876,0.208,0.032,0.199,0.227,1.5928,80.0971,561.7386,0.0,0.6906,4.4304,0.0,0.132,7.0,0.36,0.0,3500626500.0,495838750.0,3261823000.0,1.105,5.147,8.74,-0.0336,0.0057,-0.0075,-0.6278,AFSI,4.884297,4.939787514285715,702497985.11442
2009-09-30,0.4824,2.1389,1.5874,1.5606,1.6613,149.181,0.0458,0.3965,-0.0824,0.0163,0.0,0.1905,25.6852,0.0,0.287,2.2508,-0.0109,182204000.0,0.6917,77531000.0,104673000.0,0.0,68918000.0,68918000.0,35755000.0,3813000.0,32328000.0,8107000.0,0.0,0.0,24221000.0,0.0,24221000.0,0.169,0.165,143614745.0,0.025,0.5745,0.211,0.1984,0.133,0.0826,38376000.0,36141000.0,24221000.0,705138000.0,0.2762,300941000.0,404197000.0,0.0,274120000.0,260760000.0,143437000.0,18416000.0,126482000.0,26374000.0,-2900000.0,0.0,100108000.0,0.0,100108000.0,0.69,0.69,143614745.0,,0.091,0.5732,0.217,0.2055,0.142,0.1391,153230000.0,144898000.0,97208000.0,3.73,22.244,0.105,4.2512,1.8324,1.1399,0.1848,9.4784,0.6424,0.148,0.0328,0.3782,0.0,3194626000.0,3541997000.0,1026050500.0,173373500.0,0.0,-0.0322,0.0067,-0.0027,-0.2242,0.222,0.031,0.205,0.221,1.0355,76.7494,535.4196,0.0,0.6872,4.0672,0.0,0.132,7.0,0.3887,0.0,3482094000.0,451627750.0,3197705250.0,0.683,4.91,7.868,-0.0539,0.0055,-0.0079,-0.6709,AFSI,4.714876,5.023989861111111,677125714.44662
2009-06-30,0.0678,-0.0737,0.016,0.022,0.0449,-0.176,0.0615,0.1632,-0.1707,0.3295,0.0,0.4706,-0.1889,0.0,0.2168,-0.0841,-0.011,182778000.0,0.053,76585000.0,106193000.0,0.0,70361000.0,70361000.0,35832000.0,4007000.0,32219000.0,5448000.0,0.0,0.0,26771000.0,0.0,26771000.0,0.186,0.186,143580623.0,0.025,0.581,0.205,0.1982,0.146,0.2059,37521000.0,36226000.0,26771000.0,630638000.0,0.0816,260504000.0,370134000.0,0.0,258751000.0,251453000.0,118681000.0,18285000.0,101986000.0,16738000.0,-2900000.0,0.0,85248000.0,0.0,85248000.0,0.587,0.587,143580623.0,,0.087,0.5869,0.205,0.1907,0.135,0.1307,129019000.0,120271000.0,82348000.0,3.321,21.431,0.262,4.0751,1.8276,1.227,0.184,9.0407,1.3954,0.134,0.0323,0.385,0.0,3077136000.0,3399839000.0,871990500.0,176527500.0,0.0,0.0073,0.0062,0.0015,0.2116,0.206,0.027,0.191,0.199,1.0323,83.9808,576.0755,0.0,0.7232,3.5725,0.0,0.148,9.0,0.4103,0.0,3475367250.0,414672250.0,3161525500.0,0.574,4.392,6.5776,-0.0636,0.0055,-0.0089,-0.6395,AFSI,4.710744,4.117424249999999,676371558.313512
2009-03-31,0.3005,0.0428,0.0853,0.0784,0.0784,0.6849,0.2129,0.0158,0.1019,0.6774,0.0,0.2353,0.7255,0.0,0.3871,0.1649,0.0008,172221000.0,0.3249,74915000.0,97306000.0,0.0,63348000.0,63348000.0,33958000.0,4171000.0,29418000.0,5256000.0,0.0,0.0,24162000.0,0.0,24162000.0,0.165,0.165,145278805.0,0.021,0.565,0.213,0.195,0.14,0.426,36709000.0,33589000.0,24162000.0,621444000.0,0.1011,258053000.0,363391000.0,0.0,246214000.0,241420000.0,121971000.0,19819000.0,103333000.0,18506000.0,-2900000.0,0.0,84827000.0,0.0,84827000.0,0.583,0.579,145278805.0,,0.079,0.5848,0.214,0.1982,0.136,0.1467,132727000.0,123152000.0,81927000.0,2.764,21.063,0.505,4.2028,1.1419,1.5208,0.193,8.053,3.1238,0.127,0.0329,0.3678,0.0,3060024000.0,3504717000.0,826043000.0,156983000.0,0.0,-0.0279,0.0039,-0.0122,-0.6753,0.213,0.027,0.198,0.199,1.1315,91.4873,607.9198,0.0,0.7523,3.9587,0.0,0.136,8.0,0.3962,0.0,3477455250.0,399071250.0,3115461250.0,0.628,4.278,6.2138,-0.0501,0.0049,-0.0077,-0.502,AFSI,3.946281,3.4764691944444452,573310987.874205
2008-12-31,0.2644,0.0799,0.0929,0.0764,0.1083,-1.4073,0.3535,0.0052,0.5857,0.8611,0.0,0.2353,-1.4828,0.0,0.6332,0.1778,0.0006,167935000.0,0.1891,71910000.0,96025000.0,0.0,71493000.0,58133000.0,37892000.0,6425000.0,32517000.0,7563000.0,-2900000.0,0.0,24954000.0,0.0,24954000.0,0.169,0.174,145178220.0,0.021,0.5718,0.242,0.2319,0.149,-0.1666,40624000.0,38942000.0,22054000.0,576531000.0,-0.0007,238303000.0,338228000.0,0.0,221065000.0,221065000.0,117163000.0,18277000.0,103495000.0,20567000.0,-2900000.0,0.0,82928000.0,0.0,82928000.0,0.57,0.566,145178220.0,,0.074,0.5867,0.225,0.2112,0.144,0.1046,129841000.0,121772000.0,80028000.0,2.704,20.95,-0.193,4.3882,1.355,1.6229,0.2026,6.061,-0.9909,0.124,0.0326,0.4257,0.0,3041468000.0,3481823000.0,772034500.0,127119500.0,0.0,0.1317,0.0049,-0.0194,-1.9358,0.209,0.028,0.211,0.194,0.7874,108.7135,635.8819,0.0,0.7468,4.5353,0.0,0.13,9.0,0.3834,0.0,3336599750.0,397427750.0,2976595500.0,0.416,3.971,6.6626,-0.0762,0.0054,-0.0086,-0.6166,AFSI,4.793387999999999,4.010979828571427,695895537.6093599
2008-09-30,-0.1802,-0.6894,-0.6169,-0.6095,-0.6242,-1.0014,0.4304,0.0114,2.0763,0.3598,0.0,1.1,-1.0083,0.0,0.0078,-0.6666,0.0007,107704000.0,-0.2211,37094000.0,70610000.0,0.0,53549000.0,59611000.0,10999000.0,3682000.0,7832000.0,-1529000.0,0.0,0.0,9361000.0,0.0,9361000.0,0.066,0.062,145197977.0,0.021,0.6556,0.132,0.1069,0.087,-0.0057,14165000.0,11514000.0,9361000.0,552508000.0,-0.0075,231682000.0,320826000.0,0.0,200818000.0,209384000.0,111442000.0,14956000.0,103935000.0,23129000.0,0.0,0.0,80806000.0,0.0,80806000.0,0.558,0.55,145197977.0,,0.07,0.5807,0.23,0.2152,0.146,0.2647,126816000.0,118891000.0,80806000.0,2.671,21.048,-0.004,4.5824,1.4218,1.7157,0.2107,3.1271,-0.0112,0.318,0.0323,0.4972,0.0,3056177000.0,3515090000.0,883097000.0,183436000.0,0.0,4.8095,0.0076,-0.0047,-0.1905,0.204,0.029,0.215,0.199,1.8655,131.118,672.3381,0.0,0.6256,3.012,0.0,0.125,11.0,0.3635,0.0,3097643000.0,396887250.0,2771320750.0,1.007,3.805,7.9494,-0.0297,0.0053,-0.0081,-0.5644,AFSI,5.615703,5.620523333333333,815388715.032831
