,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2011-03-31,0.1252,0.8581,98.5322,0.0,0.0,-4.7585,-0.0031,0.0971,-0.1786,0.1145,0.2826,0.0,-42.7851,0.0,0.0827,0.8486,0.0015,573009000.0,0.1626,452683000.0,120326000.0,0.0,76818000.0,78448000.0,41878000.0,6826000.0,32997000.0,10107000.0,301000.0,0.0,22890000.0,165000.0,22725000.0,0.26,0.26,86193176.0,0.0,0.21,0.069,0.0695,0.04,-0.0779,39823000.0,39823000.0,23191000.0,2182009000.0,0.2172,1710485000.0,471524000.0,0.0,285538000.0,337568000.0,133956000.0,38483000.0,60175000.0,23391000.0,2622000.0,0.0,36784000.0,660000.0,36124000.0,0.41,0.41,86193176.0,,0.0,0.2161,0.08,0.0452,0.017,0.0507,175594000.0,98658000.0,39406000.0,6.891,15.153,-0.518,4.0338,0.3433,0.5854,0.2261,5.834,1.652,-1.2576,0.0,0.1506,0.1341,0.0,278942000.0,1306052000.0,-225867000.0,1196295000.0,371969000.0,228620000.0,221835000.0,0.5611,0.064,0.024,0.0744,0.045,7.0,1.467,4.5034,40.5521,65.5908,41.7022,5.8661,9.5443,9.8362,0.0,17.0,0.1309,0.0,1172621000.0,560743500.0,1487163750.0,1.282,25.315,2.5637,0.055,-0.3206,FOE,16.59,15.542777861111112,1429944789.84
2010-12-31,0.0789,-0.0564,1.7639,1.6471,1.6471,1.3245,-0.0603,-0.3923,-0.3044,0.0535,0.1182,0.0,1.3033,0.0,-0.1545,0.4065,0.685,536951000.0,0.1714,428379000.0,108572000.0,0.0,64033000.0,83658000.0,24914000.0,7372000.0,8766000.0,-1373000.0,844000.0,0.0,10139000.0,165000.0,9974000.0,0.11,0.11,85823000.0,0.0,0.2022,0.173,0.0301,0.019,0.0026,93074000.0,16138000.0,10983000.0,2101865000.0,0.268,1643733000.0,458132000.0,0.0,279668000.0,343400000.0,114732000.0,44568000.0,35699000.0,21873000.0,1577000.0,0.0,13826000.0,660000.0,13166000.0,0.15,0.15,85823000.0,,0.0,0.218,0.075,0.0382,0.006,0.0733,157203000.0,80267000.0,15403000.0,6.565,14.015,0.016,3.4321,0.3383,0.5228,0.2054,2.1891,1.799,1.8458,0.0,0.1615,0.1193,0.0,276079000.0,1202770000.0,-228994000.0,1122611000.0,321821500.0,201904000.0,191383500.0,-0.9236,0.024,0.009,0.0687,0.038,7.0,1.412,15.1044,36.0804,57.3427,35.09,6.5312,10.4102,10.9825,0.0,19.0,0.1331,0.0,1215317000.0,547392500.0,1488352000.0,1.796,24.491,1.801,0.0207,-0.225,FOE,14.64,14.691714285714287,1256448720.0
2010-09-30,0.2912,-0.5134,-2.8009,-2.0,-2.0,1.5545,-0.0405,-0.121,-0.4758,0.081,0.1691,0.0,1.8629,0.0,0.1353,1.2177,0.9161,528564000.0,0.1956,408268000.0,120296000.0,0.0,74835000.0,84405000.0,35891000.0,10519000.0,-2607000.0,738000.0,983000.0,0.0,-3345000.0,165000.0,-3510000.0,-0.04,-0.04,86129962.0,0.0,0.2276,0.015,0.015,-0.007,0.1461,7912000.0,7912000.0,-2362000.0,2023308000.0,0.2403,1573120000.0,450188000.0,0.0,291368000.0,342656000.0,107532000.0,54859000.0,26372000.0,35575000.0,1572000.0,-322000.0,-9203000.0,662000.0,-9865000.0,-0.13,-0.13,86129962.0,,0.0,0.2225,0.084,0.0401,-0.005,0.0732,169369000.0,81231000.0,-7631000.0,6.43,14.694,0.897,3.78,0.7588,0.5879,0.2177,0.7522,1.799,-25.2658,0.0,0.1536,0.1416,0.0,298219000.0,1265590000.0,-249915000.0,1152575000.0,350245000.0,222523500.0,196570500.0,-0.1289,-0.018,-0.007,0.0647,0.04,6.0,1.339,-19.0953,40.7291,65.6433,38.2248,5.7768,9.0926,10.293,0.0,18.0,0.144,0.0,1279339750.0,544096750.0,1511352000.0,1.719,23.491,1.4807,-0.0135,-0.2139,FOE,12.89,11.406111111111109,1110215210.18
2010-06-30,0.8754,30.4512,1.5776,1.2963,1.2963,1.2716,-0.0327,-0.1189,-0.4579,0.0589,0.1016,0.0,3.579,0.0,0.118,9.2266,0.9173,543485000.0,0.3612,421155000.0,122330000.0,0.0,69852000.0,91057000.0,31273000.0,13766000.0,21019000.0,13919000.0,494000.0,0.0,7100000.0,165000.0,6935000.0,0.08,0.08,86129137.0,0.0,0.2251,0.064,0.064,0.013,0.1407,34785000.0,34785000.0,7594000.0,1936833000.0,0.0885,1513772000.0,423061000.0,0.0,282451000.0,335236000.0,87825000.0,62231000.0,27347000.0,31088000.0,1317000.0,-358000.0,-3741000.0,665000.0,-4406000.0,-0.05,-0.05,86129137.0,,0.0,0.2184,0.092,0.0462,-0.002,0.0505,177716000.0,89578000.0,-2424000.0,6.175,14.544,0.888,4.0959,0.3452,0.6633,0.2381,2.5269,1.876,12.1367,0.0,0.1544,0.1285,0.0,312496000.0,1252658000.0,-261445000.0,1219003000.0,350148500.0,197172000.0,188664500.0,-0.0912,-0.009,-0.003,0.0508,0.046,6.0,1.268,-30.5059,38.8535,67.8749,37.2735,5.5315,9.8231,10.266,0.0,12.0,0.1458,0.0,1386289000.0,487847250.0,1527134250.0,1.136,22.488,1.4394,-0.0054,-0.2722,FOE,7.37,8.590833333333336,634771739.69
2010-03-31,0.9356,2.2622,0.9886,1.0,1.0,1.0981,0.0205,-0.0722,-0.3631,0.1052,-0.0425,-1.0,0.9873,0.0,0.0414,2.5864,0.9267,492865000.0,0.3775,385931000.0,106934000.0,0.0,70948000.0,84280000.0,22654000.0,12911000.0,8521000.0,8589000.0,-744000.0,0.0,-68000.0,165000.0,-233000.0,0.0,0.0,86060044.0,0.0,0.217,0.043,0.0435,0.0,-0.0021,21432000.0,21432000.0,-812000.0,1792625000.0,-0.1091,1426665000.0,365960000.0,0.0,275079000.0,306350000.0,59610000.0,65655000.0,-9756000.0,12893000.0,1443000.0,-358000.0,-22649000.0,699000.0,-23348000.0,-0.4,-0.4,86060044.0,,0.0,0.2041,0.07,0.0312,-0.013,0.0212,125428000.0,55899000.0,-21206000.0,6.281,15.243,-0.012,4.9187,0.2056,0.7832,0.2744,1.66,1.993,-32.6352,0.0,0.1495,0.144,0.0,348062000.0,1311837000.0,-284555000.0,1367079000.0,335091000.0,189988000.0,198679500.0,-1.134,-0.054,-0.015,0.0316,0.031,5.0,1.164,-3.7388,43.7389,71.6366,39.5761,5.3497,9.4355,9.0227,0.0,21.0,0.1535,0.0,1482577500.0,433588250.0,1539656750.0,0.442,20.83,0.8514,-0.0298,-0.5643,FOE,8.79,8.468888888888891,756467786.7599999
2009-12-31,0.5461,1.2497,0.7952,0.8836,0.8836,1.7243,-0.0115,0.3911,-0.2577,-0.1166,-0.2953,-1.0,0.856,0.0,0.2045,1.2169,0.1774,458394000.0,0.0606,357766000.0,100628000.0,0.0,75733000.0,82914000.0,17714000.0,17663000.0,-561000.0,12329000.0,839000.0,-322000.0,-12890000.0,167000.0,-13057000.0,-0.17,-0.17,50935000.0,0.0,0.2195,0.23,0.0373,-0.028,-0.0101,105240000.0,17102000.0,-12051000.0,1657569000.0,-0.2617,1343297000.0,314272000.0,0.0,272259000.0,291596000.0,22676000.0,63918000.0,-46431000.0,-3515000.0,2551000.0,0.0,-42916000.0,705000.0,-43621000.0,-0.86,-0.86,50935000.0,,0.01,0.1896,0.064,0.0105,-0.026,-0.0248,105625000.0,17487000.0,-40365000.0,10.803,25.419,-0.091,8.3137,0.3633,0.7696,0.2774,0.9682,2.031,-0.6066,0.0,0.1518,0.1652,0.0,330923000.0,1294701000.0,-304561000.0,1378702000.0,334123500.0,214075500.0,218555500.0,-1.5854,-0.117,-0.028,0.0119,0.011,5.0,1.082,-0.0493,43.168,69.0186,39.7905,4.9609,7.7429,7.5842,-0.012,56.0,0.1643,0.0,1553605500.0,374062250.0,1531897500.0,-0.807,32.543,0.2736,-0.0562,-20.1116,FOE,8.24,7.155714285714286,419704400.0
2009-09-30,-0.1556,-0.0922,-0.5555,-0.6,-0.6,8.1508,-0.0873,-0.3222,0.0191,0.1012,-0.4082,-1.0,2.2216,0.0,-0.1433,-0.3356,0.0282,442089000.0,-0.2509,348920000.0,93169000.0,0.0,65918000.0,76985000.0,16184000.0,17891000.0,-1632000.0,-3749000.0,728000.0,-36000.0,2117000.0,168000.0,1949000.0,0.04,0.04,44950184.0,0.0,0.2107,0.037,0.0368,0.004,0.061,16259000.0,16259000.0,2845000.0,1631363000.0,-0.2989,1352634000.0,278729000.0,0.0,259402000.0,355420000.0,-76691000.0,58798000.0,-126909000.0,-33338000.0,1922000.0,-9571000.0,-93571000.0,740000.0,-94311000.0,-2.15,-2.15,44950184.0,,0.155,0.1709,-0.03,-0.0418,-0.058,-0.0421,-49112000.0,-68111000.0,-91649000.0,7.315,29.474,0.6,13.8159,0.3175,1.8887,0.3985,0.9088,1.885,17.8127,0.0,0.1498,0.1491,0.0,310967000.0,1324858000.0,-548310000.0,1580372000.0,321146000.0,241231000.0,243751500.0,-0.2228,-0.294,-0.061,-0.0395,-0.042,2.0,1.062,0.1771,49.06,75.3127,40.5525,5.0798,6.7627,6.6927,-0.072,-15.0,0.159,0.0,1585415000.0,320498000.0,1536338000.0,-1.528,36.293,-1.1584,-0.1241,3.1112,FOE,8.9,8.051111111111112,400056637.6
2009-06-30,-0.4517,-0.9623,-2.3134,-2.2857,-2.2857,9.7286,-0.1352,-0.3939,0.1398,0.0326,-0.4332,-1.0,1.7092,0.0,-0.2163,-0.8988,0.0277,399277000.0,-0.3682,334048000.0,65229000.0,0.0,62480000.0,62171000.0,3058000.0,17190000.0,-16084000.0,-4276000.0,620000.0,0.0,-11808000.0,199000.0,-12007000.0,-0.27,-0.27,44921957.0,0.0,0.1634,-0.044,0.0028,-0.03,0.0418,-17503000.0,1106000.0,-11188000.0,1779424000.0,-0.2221,1483521000.0,295903000.0,0.0,270427000.0,364420000.0,-68517000.0,53331000.0,-119791000.0,-28713000.0,1642000.0,-10737000.0,-91078000.0,797000.0,-91875000.0,-2.09,-2.09,44921957.0,,0.3,0.1663,-0.016,-0.0373,-0.052,-0.0662,-28440000.0,-66460000.0,-89436000.0,7.008,28.708,0.372,14.4862,0.3894,2.0671,0.4249,0.0643,2.026,-3.0859,-0.022,0.1579,0.1565,0.0,327135000.0,1289624000.0,-551736000.0,1604157000.0,334750000.0,240855500.0,248162000.0,-0.5492,-0.258,-0.058,-0.0353,-0.037,2.0,1.131,0.6125,38.5983,69.7675,36.8279,5.3157,7.3879,7.1704,-0.144,-12.0,0.152,0.0,1585857000.0,356249250.0,1573584750.0,-2.621,39.611,-1.2462,-0.1181,1.0922,FOE,2.75,3.6872222222222217,123535381.75
2009-03-31,-0.4944,-1.5871,-3.3007,-3.1905,-3.1905,-8.089,-0.1326,-0.409,0.2358,0.0012,-0.3447,-0.931,-17.5384,0.0,-0.1218,-1.5196,0.025,357809000.0,-0.3944,302563000.0,55246000.0,0.0,68128000.0,69526000.0,-14280000.0,11174000.0,-28154000.0,-7819000.0,364000.0,0.0,-20335000.0,171000.0,-20506000.0,-0.46,-0.46,44668093.0,0.01,0.1544,0.005,-0.0475,-0.057,-0.224,1629000.0,-16980000.0,-19971000.0,2012123000.0,-0.0891,1662475000.0,349648000.0,0.0,287671000.0,391004000.0,-41356000.0,48909000.0,-87154000.0,-17249000.0,1550000.0,-12429000.0,-69905000.0,821000.0,-70726000.0,-1.61,-1.61,44668093.0,,0.445,0.1738,0.018,-0.019,-0.035,-0.0785,36746000.0,-38245000.0,-68355000.0,6.77,28.448,-1.795,14.8791,0.3374,2.1978,0.4397,-1.5196,2.336,3.7813,-0.099,0.1592,0.1904,0.0,359379000.0,1270724000.0,-560623000.0,1651191000.0,318156500.0,239225000.0,256370500.0,0.0338,-0.175,-0.043,-0.0212,-0.019,2.0,1.232,1.3796,29.9603,57.7494,36.8223,6.3243,8.411,7.8485,-0.276,-17.0,0.143,0.0,1575349000.0,403902250.0,1633439000.0,-3.537,45.046,-0.782,-0.0874,0.6193,FOE,1.43,1.7055555555555548,63875372.989999995
2008-12-31,-0.2604,0.4642,0.4253,0.4363,0.4363,-1.4693,-0.0575,-0.3,0.0844,0.2885,0.0015,0.0,-28.5657,0.0,-0.2205,0.3746,0.0078,432188000.0,-0.1589,367103000.0,65085000.0,0.0,62876000.0,146738000.0,-81653000.0,12543000.0,-81039000.0,-17494000.0,210000.0,-9535000.0,-63545000.0,202000.0,-63747000.0,-1.46,-1.46,43261000.0,0.145,0.1506,-0.115,-0.1585,-0.147,-0.0745,-49497000.0,-68496000.0,-63335000.0,2245152000.0,0.0453,1841485000.0,403667000.0,0.0,297119000.0,403261000.0,406000.0,51290000.0,-43634000.0,-3204000.0,1596000.0,-14048000.0,-40430000.0,877000.0,-41307000.0,-0.95,-0.95,43261000.0,,0.58,0.1798,0.037,0.0034,-0.018,-0.0366,82251000.0,7656000.0,-38834000.0,7.766,30.113,-0.744,13.1873,0.2356,1.6981,0.3695,-5.4609,1.817,0.1715,1.45,0.1563,0.1455,0.0,291825000.0,1302699000.0,-537956000.0,1505940000.0,315095500.0,248718000.0,256215000.0,1.9447,-0.091,-0.024,0.0002,0.003,4.0,1.328,0.2202,37.7352,57.683,41.6854,7.1253,9.0269,8.7628,-0.611,118.0,0.1323,0.0,1534821000.0,453111750.0,1691181250.0,-1.899,51.898,0.1493,-0.054,8.033,FOE,7.05,6.989428571428572,304990050.0
2008-09-30,0.1018,-0.2393,-0.1778,-0.1667,-0.1667,-1.0943,-0.0302,-0.1589,0.1361,0.2933,0.0936,0.0,-1.5644,0.0,0.0827,0.0475,0.0048,590150000.0,0.0716,479807000.0,110343000.0,0.0,76943000.0,85985000.0,24358000.0,12424000.0,5486000.0,876000.0,448000.0,-1202000.0,4610000.0,225000.0,4385000.0,0.1,0.1,43719321.0,0.145,0.187,0.063,0.0303,0.007,-0.0374,36931000.0,17910000.0,5058000.0,2326804000.0,0.12,1900218000.0,426586000.0,0.0,314909000.0,475089000.0,-48503000.0,50364000.0,-102044000.0,-14476000.0,3450000.0,-9841000.0,-87568000.0,913000.0,-88481000.0,-2.07,-2.07,43719321.0,,0.58,0.1833,0.01,-0.0222,-0.038,-0.0219,24139000.0,-51680000.0,-84118000.0,10.792,32.144,-0.505,13.9382,0.3322,1.2915,0.3569,1.4416,1.644,-1.1072,,0.1769,0.1304,0.0,269122000.0,1405303000.0,-525510000.0,1582140000.0,271022500.0,264712500.0,293149000.0,3.5495,-0.181,-0.052,-0.0247,-0.022,4.0,1.357,-0.2841,41.2858,47.9517,48.0413,8.5853,8.7899,7.9373,-0.28,-28.0,0.1353,0.0,1518891750.0,488190500.0,1714717000.0,-1.168,53.221,-1.0261,-0.1129,-3.0312,FOE,20.1,22.10111116666667,878758352.1
